Name,SMILES,PCA1,PCA2
FFGPTBGBLSHEPO-UHFFFAOYSA-N,O=C(N)N1c2c(cccc2)C=Cc2c1cccc2,-0.7745303385605115,0.544465614174819
FGLBSLMDCBOPQK-UHFFFAOYSA-N,O=[N+]([O-])C(C)C,0.7297667609758599,-0.8766992773018478
FHADSMKORVFYOS-UHFFFAOYSA-N,OC1CCCCCCC1,1.0023493375524193,-0.7043991524862876
FLVIGYVXZHLUHP-UHFFFAOYSA-N,S=C(NCC)NCC,1.5603820032097135,-0.4375262832708824
FMGSKLZLMKYGDP-USOAJAOKSA-N,O=C1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)C[C@@H](O)CC4)CC2)CC1,0.4945111105370132,0.4582081848724589
FMINYZXVCTYSNY-UHFFFAOYSA-N,O=C(N(C)c1ccccc1)NC(C)(C)c1ccccc1,-0.5923027685071948,1.1327107351858419
FMKMKBLHMONXJM-UHFFFAOYSA-N,Nc1n(c2ccccc2)nc(C)c1,-1.1917654693560262,-0.29439148068614507
FNFPHNZQOKBKHN-UHFFFAOYSA-N,O=C(OCC(=O)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)C(O)C2)CC1)CC(C)(C)C,1.1052985647426736,2.0676114135004378
FNROXVCRPXYLRT-UHFFFAOYSA-N,O=C(N(C)C)CCCOC(=O)c1ccccc1,-0.06975004183003089,1.9884866565040187
FOANIXZHAMJWOI-UHFFFAOYSA-N,Brc1ccc(C(O)(C(=O)OC(C)C)c2ccc(Br)cc2)cc1,0.16513835095463672,0.6397755225860569
FOCAUTSVDIKZOP-UHFFFAOYSA-N,ClCC(=O)O,1.0901219440953702,0.08506284360707582
FOIBFBMSLDGNHL-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1Cl,0.13623797565902215,-1.67371085993305
FPQJEXTVQZHURJ-UHFFFAOYSA-N,O=C(NCCO)C(=O)NCCO,1.2626874564041368,0.17967684840917947
FRDAATYAJDYRNW-UHFFFAOYSA-N,OC(CC)(CC)C,1.5697365362878564,-0.6312749275381075
FRQUNVLMWIYOLV-UHFFFAOYSA-N,Clc1c(Cl)c(OC)ccc1Cl,-0.5159440984352017,-0.894371772559711
FSCWZHGZWWDELK-UHFFFAOYSA-N,Clc1cc(Cl)cc(N2C(=O)C(C=C)(C)OC2=O)c1,-0.33783451874223575,-0.6886525193259463
FSERHDPEOFYMMK-UHFFFAOYSA-N,Brc1cc2c(CN(C)C)c[nH]c2cc1,-0.18177402500881226,-0.5926685507715101
FSVJFNAIGNNGKK-UHFFFAOYSA-N,O=C(N1CC(=O)N2C(c3c(cccc3)CC2)C1)C1CCCCC1,-0.7449556729962267,1.0268865629398332
FTOVXSOBNPWTSH-UHFFFAOYSA-N,c12c3c4c(cc1c1c(c2ccc3)cccc1)cccc4,-1.5235817602831885,-1.0208222480174085
FUKCEEDRHGCYHH-UHFFFAOYSA-N,O=C(NCCCC)COC(=O)c1ccccc1,0.22056557142064023,2.2424330015501783
FULZLIGZKMKICU-UHFFFAOYSA-N,S=C(Nc1ccccc1)N,-0.8900818630289087,0.16913093442971766
FUUHMSUPRUNWRQ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(OC)c1Cl,-0.3089233437248986,-1.0958489972370562
