StdInChIKey,SMILES,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
SPJQDMKTFSPPLO-UHFFFAOYSA-N,CC(C)(C)S(=O)(=O)C(C)(C)C,-1.2177,178.289,,156.415,-864.3012199,-864.3138527,-0.012632865,-864.084977,-864.097933,-0.012956,4.6366,6.8598,-0.26899,-0.00758,0.31169,0.29391,361.1933594,-2.00264,-4.70108,-1.00132,2.09064,0.088,29
SPNQRCTZKIBOAX-UHFFFAOYSA-N,CCC(C)Nc1c(cc(cc1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-],-5.4703,295.3376,60,198.353,-1011.14119,-1011.153556,-0.01236695,-1010.843841,-1010.857062,-0.013221,2.2678,3.3597,-0.24097,-0.11611,0.20316,0.26589,527.8000488,-1.67673,-4.15821,-0.69292,0.4923,-1.27373,42
SPOPSCCFZQFGDL-UHFFFAOYSA-N,c1cc(c(cc1Cl)Cl)c1c(cc(c(c1Cl)Cl)Cl)Cl,-7.4721,360.8816,73,217.241,-3220.871223,-3220.87643,-0.00520721,-3220.795403,-3220.800738,-0.005335,1.4962,2.2343,-0.26704,-0.06049,0.25878,0.29196,480.2303162,0,-1.33124,-0.25489,0.28849,0.21445,22
SPOVEJAPXRPMBI-UHFFFAOYSA-N,CNC(=O)Nc1cccc(c1)C(F)(F)F,-2.783716508,218.178,119,163.198,-832.703398,-832.7183191,-0.014921132,-832.569891,-832.586196,-0.016305,4.2085,5.6773,-0.23822,-0.04092,0.27835,0.26314,403.7471924,-0.72244,0.46805,-0.72244,1.09615,-3.1518,24
SPPWGCYEYAMHDT-UHFFFAOYSA-N,CC(C)c1ccc(cc1)C(C)C,-6.602799271,162.2742,-17,140.418,-468.1522472,-468.1551507,-0.002903474,-467.922451,-467.925454,-0.003003,0.0586,0.0416,-0.23552,-0.00935,0.30992,0.26044,411.2163086,0,-4.31654,-0.67466,0.24704,0,30
SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-3.2423,227.133,80.75,142.51,-885.0818828,-885.0976668,-0.015784017,-884.989149,-885.004898,-0.015749,1.718,2.1835,-0.32367,-0.14379,0.17548,0.34859,380.2062683,-2.24323,-0.73948,-0.71926,0.50709,-0.72332,21
SPWMJDSWMVZTIE-DOMZBBRYSA-N,CC(C)C1CCC(C)c2cnc(nc12)NS(=O)(=O)c1ccc(cc1)N,-4.176669933,360.48,186,274.693,-1468.016114,-1468.036714,-0.02060012,-1467.663073,-1467.685347,-0.022274,6.2459,9.1753,-0.22782,-0.04885,0.27042,0.25274,618.9651489,-1.93905,-4.14631,-0.97878,2.32633,-2.41039,49
SPYSFHZNMKLDCK-AATRIKPKSA-N,C(CCC(=O)O)CCOc1ccc(C=Cc2cc(cc(c2)O)O)cc1,-3.879385174,342.392,196.5,266.506,-1151.539942,-1151.564715,-0.02477325,-1151.215891,-1151.240368,-0.024477,2.7508,4.198,-0.20108,-0.05678,0.26249,0.226,668.6769409,-3.37856,-2.89973,-0.72847,0.8328,-3.37856,47
SPZKYQJTVQXDOG-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)c1cn2c(=O)c3c(nc2[nH]1)n(cn3)COCCO,-3.779886629,375.387,228.1,254.394,-1271.861668,-1271.892766,-0.03109839,-1271.565595,-1271.597601,-0.032006,6.8717,10.0197,-0.21059,-0.07283,0.24644,0.23551,630.2510986,-2.09493,-0.08197,-0.80249,0.6435,-4.60174,45
SQCZQTSHSZLZIQ-UHFFFAOYSA-N,CCCCCCl,-2.7324,106.5949,-99,89.788,-657.3747876,-657.378513,-0.00372535,-657.255016,-657.259053,-0.004037,2.5383,3.1677,-0.29473,0.00252,0.32179,0.31965,303.535553,0,-2.53412,-0.68819,0.2621,-0.13863,17
SQDFHQJTAWCFIB-UHFFFAOYSA-N,C=NO,0.5768,45.0408,,40.94,-169.8210148,-169.8271437,-0.006128912,-169.800814,-169.807141,-0.006327,0.3069,0.5427,-0.2804,-0.02744,0.29183,0.30532,177.3314972,-0.62779,-0.17255,-0.62779,0.52583,-0.80151,6
SQFMIHCARVMICF-UHFFFAOYSA-N,c1ccc(cc1)C1c2ccccc2C(=O)O1,-3.720638831,210.232,115,170.987,-690.0022311,-690.0157131,-0.013482047,-689.839253,-689.852112,-0.012859,5.5227,7.6468,-0.26306,-0.06379,0.25548,0.28798,415.2284241,-1.17867,-1.42617,-0.63285,0.81393,-1.17867,26
SQGUQSRDWXDLIH-UHFFFAOYSA-N,C(C(C(=O)N)Cl)Cl,-0.5138,141.9846,,98.933,-1167.728015,-1167.739566,-0.01155064,-1167.677077,-1167.68872,-0.011643,3.154,4.2154,-0.28616,-0.02953,0.28974,0.31108,281.8541565,-0.67852,-0.12316,-0.83328,0.66833,-1.66403,12
SQNZJJAZBFDUTD-UHFFFAOYSA-N,Cc1cc(C)c(C)cc1C,-3.84,134.2206,79.215,136.222,-389.5307925,-389.533604,-0.00281149,-389.354564,-389.357707,-0.003143,0,0,-0.22406,-0.00239,0.31688,0.24898,348.8031311,0,-3.4449,-0.70201,0.24848,0,24
SQPSPWUEIVICKY-AWEZNQCLSA-N,c1ccc(c2ccc(F)nc2)c(c1)COC1Cn2cc(nc2OC1)N(=O)=O,-4.024532578,370.34,141,217.453,-1314.612743,-1314.644153,-0.03140945,-1314.350668,-1314.38209,-0.031422,11.6324,15.5058,-0.25176,-0.08877,0.2305,0.27668,611.4517822,-1.98396,-0.54851,-0.59459,0.71832,-3.31903,42
SQVIAVUSQAWMKL-UHFFFAOYSA-N,CCNCC(c1cccc(c1)O)O,-3.45410264,181.234,147.5,146.406,-595.2989306,-595.312987,-0.014056344,-595.100725,-595.114875,-0.01415,1.9302,2.7903,-0.23028,-0.02353,0.29574,0.2552,414.8623352,-1.51511,-2.04256,-0.78889,0.52466,-2.25218,28
SQYNKIJPMDEDEG-UHFFFAOYSA-N,CC1OC(C)OC(C)O1,-0.405129739,132.159,12.15,105.167,-461.5561576,-461.5632937,-0.007136104,-461.407552,-461.414888,-0.007336,1.7693,2.8149,-0.28444,0.01075,0.33002,0.30936,329.5410461,-1.86925,-1.03975,-0.71319,0.36661,-1.86925,21
SQZCAOHYQSOZCE-UHFFFAOYSA-N,Cc1ccccc1N=C(N)N=C(N)N,-1.842241499,191.2352,144,162.978,-624.5941757,-624.6086818,-0.014506065,-624.411541,-624.427577,-0.016036,2.9912,4.3816,-0.20559,-0.01645,0.30282,0.23051,409.2235413,0,-0.40875,-0.87938,0.63868,-3.95422,27
SQZCZXRYOJJCDU-UHFFFAOYSA-N,CC(C)c1[nH]cc(n1)[N+](=O)[O-],-1.15,155.156,,91.83,-548.6890421,-548.709219,-0.020176913,-548.568139,-548.586937,-0.018798,8.2797,11.2606,-0.26598,-0.08853,0.23074,0.2909,346.2752991,-0.85588,-1.10068,-0.67978,0.48261,-1.41178,20
SRBFZHDQGSBBOR-UHFFFAOYSA-N,C1C(C(C(C(O)O1)O)O)O,0.483940426,150.131,158,93.832,-572.6505534,-572.6693987,-0.018845258,-572.52135,-572.540306,-0.018956,3.7085,5.3081,-0.2795,-0.02539,0.29388,0.30442,300.7903137,-3.77273,0.25627,-0.79894,0.52515,-3.77273,20
SRFCUPVBYYAMIL-UHFFFAOYSA-N,C=CC1CN2CCC1CC2C(=O)c1ccnc2ccc(cc12)OC,-5.0313,322.406,106.5,262.869,-1035.311276,-1035.323623,-0.01234629,-1034.97495,-1034.987762,-0.012812,0.9646,1.7968,-0.22068,-0.08812,0.23115,0.2456,573.3432617,-1.12476,-3.33809,-0.57951,0.60091,-2.10658,46
SRFHDEQOIMRMHH-UHFFFAOYSA-N,CC(C)CC(c1ccc(cc1)O)c1ccc(cc1)O,-3.3674,256.3438,154,213,-810.3303151,-810.3442236,-0.013908523,-810.047537,-810.061313,-0.013776,2.5334,3.5963,-0.21933,-0.01953,0.29974,0.24425,515.6498413,-1.45899,-3.9842,-0.7296,0.52387,-1.45899,39
SRKQWNFPTBNUKE-UHFFFAOYSA-N,CN(C(=N[N+](=O)[O-])N)[N+](=O)[O-],-0.6104,163.0926,,102.081,-653.6643358,-653.6801516,-0.015815801,-653.594316,-653.609409,-0.015093,2.9451,4.6422,-0.2985,-0.12064,0.19863,0.32342,308.2435608,-1.69275,0.1506,-0.76713,0.64016,-1.91907,16
SRLROPAFMUDDRC-INIZCTEOSA-N,CCOC(=O)C(Cc1ccc(cc1)O)NC(=O)c1ccccc1,-3.331681001,313.353,120.5,241.502,-1053.078075,-1053.098404,-0.02032901,-1052.792183,-1052.812615,-0.020432,2.2706,3.5539,-0.22433,-0.04598,0.27329,0.24925,588.2277832,-2.61613,-2.06394,-0.72725,0.83706,-3.26255,42
SRPWOOOHEPICQU-UHFFFAOYSA-N,c1cc2c(cc1C(=O)O)C(=O)OC2=O,-0.896196315,192.1276,164.5,110.301,-721.5509192,-721.5674868,-0.016567645,-721.470326,-721.48764,-0.017314,5.9338,7.8378,-0.31282,-0.12736,0.19191,0.33774,348.534668,-2.98856,1.59235,-0.71287,0.8238,-2.98856,18
SRSFOMHQIATOFV-UHFFFAOYSA-N,CCCCCCCC(=O)OOC(=O)CCCCCCC,-7.61189317,286.4106,,315.595,-928.6631461,-928.6749528,-0.011806634,-928.27386,-928.288694,-0.014834,0,0,-0.29312,-0.03461,0.28466,0.31804,682.9915771,-1.75332,-5.4992,-0.68819,0.82765,-1.75332,50
SRSXLGNVWSONIS-UHFFFAOYSA-N,c1ccc(cc1)S(=O)(=O)O,0.848907093,158.1716,52.17,107.933,-856.0606275,-856.0737745,-0.013146974,-855.980841,-855.996462,-0.015621,3.8647,5.1563,-0.28681,-0.06264,0.25663,0.31173,315.5090027,-2.82433,-1.43679,-0.94803,2.36296,-0.46137,16
SRVJKTDHMYAMHA-WUXMJOGZSA-N,CC(=O)Nc1ccc(cc1)C=NNC(=S)N,-3.429,236.291,,173.382,-1080.745608,-1080.77033,-0.02472261,-1080.572616,-1080.597425,-0.024809,8.098,11.6035,-0.2122,-0.07532,0.24395,0.23712,468.6875305,-0.67088,-0.62904,-0.82398,0.69253,-3.24199,28
SSGODMHQNTWPOX-UHFFFAOYSA-N,C(#N)NC(=S)N,-0.0049,101.1258,,66.876,-640.4456143,-640.4694415,-0.023827258,-640.417703,-640.440733,-0.02303,7.4402,10.4152,-0.24169,-0.05324,0.26603,0.26661,248.7030487,0,0.74297,-0.79991,0.48339,-2.14607,9
SSHIVHKMGVBXTJ-UHFFFAOYSA-N,c1ccc2c(c1)ccc(c2[N+](=O)[O-])O,-2.9758,189.1702,104,133.925,-665.6417272,-665.6508652,-0.009138013,-665.524906,-665.53478,-0.009874,4.8327,6.8537,-0.2491,-0.11436,0.20491,0.27402,348.6968079,-1.58429,-1.02492,-0.67905,0.53606,-1.0986,21
SSISHJJTAXXQAX-UHFFFAOYSA-N,C[N+](C)(C)C(Cc1cnc([nH]1)S)C(=O)[O-],-0.46,229.2964,,152.985,-1064.873051,-1064.912501,-0.03945067,-1064.66976,-1064.709525,-0.039765,11.2494,15.0704,-0.20421,-0.03606,0.28321,0.22913,420.6612549,-1.55488,-1.10475,-0.78837,0.7843,-3.04662,30
SSJLDPRNDPUJAU-YUMQZZPRSA-N,C(CCSCC(C(=O)O)N)CSCC(C(=O)O)N,-3.626797742,296.412,283,239.948,-1599.935166,-1599.962075,-0.02690935,-1599.67978,-1599.706169,-0.026389,3.4107,5.126,-0.22721,-0.02636,0.29291,0.25213,571.6053467,-2.72854,-2.06931,-0.93037,0.82827,-4.26971,38
SSLKKMZJCJBOML-UHFFFAOYSA-N,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.7178,259.7531,97,181.325,-1487.352621,-1487.370321,-0.0176993,-1487.163914,-1487.181282,-0.017368,3.2645,5.1409,-0.23843,-0.07213,0.24714,0.26335,474.1920166,-0.69684,-2.21736,-0.70231,0.68891,-1.39552,30
SSNMPSGFZBQHKA-UHFFFAOYSA-N,CCC1(CC)C(=NC(=O)NC1=O)N,-1.3967,183.2096,295,147.887,-627.4529832,-627.4752142,-0.022231077,-627.276714,-627.297791,-0.021077,6.4847,9.3449,-0.27245,-0.05762,0.26165,0.29737,365.1031189,-1.30745,-0.47162,-0.77841,0.80875,-3.40549,26
SSOKMRFNHGGGGS-DMDPSCGWSA-N,c1ccc2c(c1)C(=O)NCC(=O)N2CC(C(C(CO)O)O)O,-1.455929756,310.307,72,188.233,-1105.218522,-1105.243834,-0.02531135,-1104.943187,-1104.969091,-0.025904,3.919,5.2299,-0.25666,-0.06034,0.25893,0.28158,515.4116821,-4.62924,-0.15061,-0.82927,0.70857,-5.7335,40
SSRGDXQQJKAWKX-UHFFFAOYSA-N,COc1cccc(c1)Nc1ccccc1C(=O)O,-4.8,243.2616,,175.918,-821.7871999,-821.7977152,-0.010515334,-821.584817,-821.596081,-0.011264,1.9795,2.6545,-0.20566,-0.05944,0.25983,0.23058,468.2315674,-1.95288,-1.16798,-0.72396,0.80756,-2.57123,31
SSSTWVDALJCPEV-UHFFFAOYSA-N,COc1cc(cc(c1)OC)C(=O)N(c1ccccc1)O,-3.104,273.288,103,222.011,-936.2322836,-936.2480793,-0.015795709,-936.004132,-936.021131,-0.016999,3.746,5.4174,-0.22477,-0.04735,0.27192,0.24969,520.1067505,-2.34419,-1.4469,-0.66364,0.6847,-2.52647,35
SSTJUBQGYXNFFP-UHFFFAOYSA-N,c1c(cc(c(c1Cl)Cl)Cl)c1c(c(cc(c1Cl)Cl)Cl)Cl,-9.1,395.3267,,213.705,-3680.45768,-3680.46315,-0.00546979,-3680.39395,-3680.399318,-0.005368,2.1853,3.1359,-0.26934,-0.06641,0.25286,0.29426,504.1033936,0,-1.17474,-0.22685,0.28916,0.32527,22
SSTLCMOZTCLOLQ-UHFFFAOYSA-N,Cc1cc(C)c[n+](c1)[O-],0.9095,123.1542,,103.779,-402.1023432,-402.1150974,-0.01275419,-401.985998,-401.998924,-0.012926,4.945,7.2209,-0.22028,-0.04727,0.272,0.2452,311.9170532,-0.6502,-1.74327,-0.70424,0.26267,-0.59168,18
SSZWWUDQMAHNAQ-UHFFFAOYSA-N,C(C(CO)O)Cl,0.9565,110.5401,-40,74.817,-729.1682165,-729.182118,-0.013901536,-729.096138,-729.109453,-0.013315,2.1553,3.1028,-0.28133,-0.01378,0.30549,0.30625,265.664856,-1.58485,-0.57715,-0.79692,0.51503,-1.69948,13
STCOOQWBFONSKY-UHFFFAOYSA-N,CCCCOP(=O)(OCCCC)OCCCC,-2.846,266.3167,-79.835,228.579,-1115.917648,-1115.930408,-0.01276085,-1115.583275,-1115.596745,-0.01347,3.9405,5.8419,-0.28897,0.00102,0.32029,0.31389,587.9385986,-3.76393,-5.31326,-1.1392,2.63812,-1.12581,44
STDBAQMTJLUMFW-UHFFFAOYSA-N,CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.670805573,212.248,126,146.301,-725.9743706,-725.9885104,-0.014139805,-725.756321,-725.771297,-0.014976,1.1375,1.0352,-0.28322,-0.06388,0.25539,0.30814,427.4694214,-1.87582,-1.16702,-0.70216,0.84283,-3.22308,31
STECJAGHUSJQJN-FWXGHANASA-N,CN1C2CC(CC1C1C2O1)OC(=O)C(CO)c1ccccc1,-1.305864193,303.358,56,223.674,-1016.073482,-1016.08978,-0.016298,-1015.762172,-1015.778609,-0.016437,4.9052,6.4265,-0.22864,-0.02686,0.29241,0.25356,548.329834,-2.58405,-2.43372,-0.79372,0.85011,-3.13533,43
STEPQTYSZVCJPV-UHFFFAOYSA-N,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,-2.8102,277.7529,85,197.092,-1242.821423,-1242.83576,-0.01433712,-1242.587801,-1242.602245,-0.014444,3.6057,4.59,-0.25498,-0.03908,0.28019,0.2799,477.0803223,-0.65632,-2.40545,-0.70421,0.69669,-1.79278,35
STEYNUVPFMIUOY-UHFFFAOYSA-N,CC1(C)CC(CC(C)(C)N1CCO)O,-0.859820553,201.3082,182,182.464,-638.2120248,-638.2241019,-0.012077061,-637.915676,-637.927825,-0.012149,3.5516,5.1389,-0.22549,-0.00862,0.31065,0.25041,395.380127,-1.62178,-3.828,-0.81816,0.51096,-2.19587,37
STGXUBIZGYMIRM-UHFFFAOYSA-N,C=CC(=O)OCC1(CC)COCOC1,-1.333054875,200.234,,156.299,-691.5895475,-691.60089,-0.011342507,-691.376166,-691.387616,-0.01145,3.6033,5.1242,-0.27392,-0.06096,0.25831,0.29884,414.8224792,-2.43667,-1.38877,-0.69397,0.79257,-2.43667,30
STIPIHXPRMEWJB-UHFFFAOYSA-N,C1CCC(CC1)N(C(=O)C1CCCC1)O,-3.155,211.304,135.5,169.766,-675.1094826,-675.1192598,-0.00977721,-674.829677,-674.83971,-0.010033,3.1217,4.7293,-0.24527,-0.01642,0.30285,0.27019,441.359375,-1.29277,-3.98033,-0.69733,0.70049,-1.49081,36
STJLVHWMYQXCPB-UHFFFAOYSA-N,CCCC1COC(Cn2cncn2)(c2ccc(cc2Cl)Cl)O1,-3.4929,342.2242,,227.924,-1816.933075,-1816.948014,-0.01493861,-1816.678665,-1816.69384,-0.015175,4.5457,5.6175,-0.26479,-0.04715,0.27212,0.28971,553.3647461,-1.20803,-1.97488,-0.68833,0.5761,-2.30753,39
STJXCDGCXVZHDU-UHFFFAOYSA-N,c1ccc2c(c1)ccc1c2c2c3ccccc3ccc2[nH]1,-6.6277,267.3294,158,171.93,-824.7754103,-824.7860378,-0.010627568,-824.545385,-824.555836,-0.010451,2.3731,3.5988,-0.19826,-0.05481,0.26446,0.22318,474.9629822,0,-2.93035,-0.54822,0.46276,-0.54822,34
STKCVSYDRUHCAT-UHFFFAOYSA-N,CCCCCCCCCCNC(=O)c1cccnc1,-3.076516437,262.395,72.25,292.071,-810.1521901,-810.165383,-0.013192927,-809.806131,-809.820032,-0.013901,2.2637,3.3666,-0.26003,-0.05735,0.26192,0.28495,608.848938,-0.69732,-4.56147,-0.69732,0.67397,-1.8211,45
STKYPAFSDFAEPH-UHFFFAOYSA-N,CC(C)C(C(=O)O)NC(=O)CN,0.4579,174.1992,,121.074,-610.4060423,-610.4222241,-0.016181793,-610.227222,-610.244173,-0.016951,3.1192,4.1907,-0.24844,-0.02949,0.28978,0.27336,383.1678162,-2.0563,-0.67998,-0.93343,0.83151,-3.64813,26
STMIIPIFODONDC-UHFFFAOYSA-N,CCCCC(Cn1cncn1)(c1ccc(cc1Cl)Cl)O,-4.2668,314.2138,111,226.846,-1703.615439,-1703.625728,-0.01028933,-1703.368569,-1703.379305,-0.010736,0.6239,1.3239,-0.26136,-0.04312,0.27615,0.28628,527.7444458,-0.80236,-2.61717,-0.80236,0.52437,-1.94346,37
STMMVKNOSKBEEI-UHFFFAOYSA-N,CCN(CC)c1nc(NC(C)C)nc(n1)OC,-4.889,239.3198,,195.028,-780.8757377,-780.88572,-0.009982292,-780.593847,-780.604577,-0.01073,2.313,3.3689,-0.2234,0.00032,0.31959,0.24832,513.2866821,-0.54479,-1.71818,-0.7006,0.7572,-3.57126,38
STNJBCKSHOAVAJ-UHFFFAOYSA-N,C=C(C)C=O,-0.067511006,70.0908,-81,53.774,-231.2455515,-231.2521965,-0.006645008,-231.184298,-231.190891,-0.006593,3.1564,4.3114,-0.26902,-0.07444,0.24483,0.29394,235.7451172,-0.60373,-0.80835,-0.71527,0.39321,-0.60373,11
STPMQONPPIYWFX-UHFFFAOYSA-N,c1(c(c(c(c(c1N(=O)=O)O)N(=O)=O)Cl)N(=O)=O)Cl,-0.604978715,297.996,136.5,149.414,-1840.139198,-1840.153376,-0.01417836,-1840.09431,-1840.108463,-0.014153,1.1556,1.5266,-0.30427,-0.15792,0.16135,0.32919,400.8314209,-2.78542,0.45767,-0.66035,0.54957,-1.00723,19
STQPWMSEOLADHB-UHFFFAOYSA-N,c1ccc(cc1)Nc1nc2c(c(=O)[nH]1)ncn2CCO,-3.806050319,271.279,338.5,176.449,-927.4708184,-927.5019526,-0.031134176,-927.259386,-927.290155,-0.030769,7.04,9.758,-0.21988,-0.04312,0.27615,0.2448,484.4720459,-1.48128,0.26993,-0.79368,0.64515,-4.20875,33
STSRVFAXSLNLLI-ARJAWSKDSA-N,C=CC=CC#N,-0.7221,79.1012,,69.496,-248.2503326,-248.2594701,-0.009137445,-248.195414,-248.204476,-0.009062,4.8544,6.3757,-0.26379,-0.08813,0.23114,0.28871,259.4424438,0,-0.8589,-0.40061,0.30092,-0.40061,11
STUSTWKEFDQFFZ-UHFFFAOYSA-N,Cc1cc(ccc1N=CN(C)C)Cl,-2.88,196.6791,35,142.486,-958.6098756,-958.6181005,-0.008224894,-958.437605,-958.445812,-0.008207,5.6564,7.6153,-0.20753,-0.02478,0.29449,0.23245,421.2980347,0,-2.08532,-0.6976,0.3053,-1.09308,26
STVZJERGLQHEKB-UHFFFAOYSA-N,C=C(C)C(=O)OCCOC(=O)C(=C)C,-2.261313265,198.2182,,144.187,-690.4050286,-690.4166071,-0.011578528,-690.222123,-690.234714,-0.012591,2.0218,2.6287,-0.27864,-0.05906,0.26021,0.30356,438.8020935,-2.40826,-1.08646,-0.71048,0.81011,-2.40826,28
STYDGEPZWWDNEI-UHFFFAOYSA-N,c1ccc(cc1)N(C(=O)c1ccccc1I)O,-3.5302,339.132,128.5,221.443,-717.9420041,-717.9539187,-0.011914564,-717.786033,-717.798443,-0.01241,2.6803,4.0247,-0.23418,-0.05414,0.26513,0.2591,457.2613831,-1.22591,-1.64628,-0.64953,0.69267,-1.23281,27
SUAKHGWARZSWIH-UHFFFAOYSA-N,CCN(CC)C=O,0.995,101.148,,93.277,-327.1567564,-327.1670539,-0.01029754,-327.030304,-327.040355,-0.010051,4.3547,5.9651,-0.25037,-0.00313,0.31614,0.27529,293.9309998,-0.71867,-1.42445,-0.71867,0.5206,-1.20315,18
SUAUILGSCPYJCS-UHFFFAOYSA-N,Cc1c(cc(c(c1N(=O)=O)OC)C(C)(C)C)N(=O)=O,-0.102371905,268.269,85,175.621,-952.3558777,-952.3676689,-0.011791154,-952.124375,-952.136742,-0.012367,4.6017,5.8899,-0.26923,-0.11416,0.20511,0.29415,459.4127808,-2.09185,-2.91483,-0.70713,0.50268,-1.08774,35
SUBDBMMJDZJVOS-UHFFFAOYSA-N,Cc1cnc(CS(=O)c2[nH]c3ccc(cc3n2)OC)c(C)c1OC,-4.28,345.4154,156.5,223.606,-1447.347895,-1447.366911,-0.01901585,-1447.063284,-1447.083886,-0.020602,3.4574,5.6595,-0.21907,-0.05112,0.26815,0.24399,601.71521,-2.14871,-2.5239,-1.00358,1.26882,-2.44552,43
SUBRHHYLRGOTHL-UHFFFAOYSA-N,c1cc(c2cc(cc(c2Cl)Cl)Cl)c(c(c1)Cl)Cl,-6.96,326.4365,,188.64,-2761.280917,-2761.286727,-0.00581003,-2761.193535,-2761.199423,-0.005888,2.7917,4.0702,-0.26217,-0.05513,0.26414,0.28709,464.7840881,0,-1.51148,-0.24268,0.2847,0.14104,22
SUCOUIBVJOOUIQ-UHFFFAOYSA-N,Cn1c(=NS(=O)(=O)c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])sc(n1)S(=O)(=O)N,-2.74,424.3776,230.5,288.866,-2477.150704,-2477.192946,-0.04224195,-2476.906173,-2476.949009,-0.042836,6.3148,9.9126,-0.27063,-0.09653,0.22274,0.29555,598.1241455,-5.41682,-2.7949,-1.13684,2.29582,-2.28601,42
SUFDFKRJYKNTFH-UHFFFAOYSA-N,COc1ccc2CCCCc2c1,-2.747738524,162.231,,151.797,-502.8445146,-502.8493334,-0.004818774,-502.65391,-502.659059,-0.005149,0.912,1.3093,-0.21425,-0.01238,0.30689,0.23917,374.0644531,-0.55814,-2.82887,-0.55814,0.30636,-0.55814,26
SUGIJIFASYORQN-UHFFFAOYSA-N,COc1c(cc(cc1O)C(=O)OC)O,-1.599039432,198.175,146,141.634,-725.1143795,-725.1279767,-0.013597178,-724.97048,-724.984967,-0.014487,3.6285,5.0811,-0.23585,-0.05578,0.26349,0.26077,390.2252502,-3.22498,0.24026,-0.71519,0.81989,-3.22498,24
SUGZATOHBPXTDV-UHFFFAOYSA-N,CCC(C)[N+](=O)[O-],-0.62,103.1206,,83.572,-362.9768473,-362.9848375,-0.00799021,-362.874042,-362.882432,-0.00839,4.1069,5.1868,-0.3036,-0.08158,0.23769,0.32852,278.3383789,-0.80706,-1.9977,-0.70069,0.49854,-0.30852,16
SUIIPPMGDURFRE-UHFFFAOYSA-N,C1CCCCC(=NO)C(=NO)CCC1,-2.581271356,198.2644,184,164.051,-651.7585909,-651.7663082,-0.007717347,-651.516382,-651.52526,-0.008878,0.3212,0.7589,-0.2419,-0.04595,0.27332,0.26682,393.4436951,-1.22077,-3.44624,-0.61039,0.52868,-1.56386,32
SUMDYPCJJOFFON-UHFFFAOYSA-N,C(CS(=O)(=O)O)O,0.8992,126.127,,85.66,-778.847064,-778.863778,-0.016713944,-778.785898,-778.803152,-0.017254,1.698,2.1358,-0.3065,-0.02217,0.2971,0.33142,273.4718323,-3.63067,-0.84522,-0.95273,2.3367,-1.29397,13
SUOAMBOBSWRMNQ-UHFFFAOYSA-N,c1cc(c2cc(cc(c2Cl)Cl)Cl)c(cc1Cl)Cl,-7.82,326.4365,,210.869,-2761.285147,-2761.290537,-0.00538976,-2761.197901,-2761.203273,-0.005372,1.6064,2.4779,-0.2629,-0.05673,0.26254,0.28782,468.5237122,0,-1.49305,-0.25556,0.28469,0.10382,22
SUPCQIBBMFXVTL-UHFFFAOYSA-N,CCOC(=O)C(=C)C,-1.3251,114.1438,-70,100.762,-385.121141,-385.1274648,-0.006323779,-385.003813,-385.01075,-0.006937,2.141,2.8481,-0.27364,-0.05221,0.26706,0.29856,315.9901428,-1.21289,-1.24341,-0.71315,0.80909,-1.21289,18
SUPOWFAECZKOCS-NTUHNPAUSA-N,c1cc(cc(c1)N(=O)=O)C(=O)NN=Cc1ccc(N(=O)=O)o1,-4.991824641,304.219,223.5,214.736,-1132.231908,-1132.26672,-0.03481178,-1132.07878,-1132.112737,-0.033957,11.783,17.4701,-0.25917,-0.12528,0.19399,0.28409,529.2631226,-2.69863,0.02595,-0.63081,0.67739,-2.39358,30
SURZCVYFPAXNGN-UHFFFAOYSA-N,CCOC(=O)NC,0.8255,103.1206,,97.818,-363.0838464,-363.0931868,-0.009340381,-362.981079,-362.990714,-0.009635,2.6035,3.4985,-0.26159,-2.00E-05,0.31925,0.28651,295.3111877,-1.31014,-0.39403,-0.72366,0.92819,-1.99086,16
SUSQOBVLVYHIEX-UHFFFAOYSA-N,c1ccc(cc1)CC#N,-3.068746,117.15,-23.93,92.259,-363.8164393,-363.8268837,-0.010444424,-363.722717,-363.732483,-0.009766,4.1833,5.1656,-0.26948,-0.03433,0.28494,0.2944,308.3368225,0,-1.47379,-0.57961,0.34127,-0.4094,16
SUSRORUBZHMPCO-UHFFFAOYSA-N,COC(=O)c1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)Cl,-5.96715,342.1348,85,207.746,-1890.103519,-1890.118821,-0.01530175,-1889.945084,-1889.960812,-0.015728,4.6919,7.1469,-0.27212,-0.10619,0.21308,0.29704,536.3735352,-2.47179,-0.46865,-0.62036,0.83362,-1.92965,31
