StdInChIKey,SMILES,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
IPEHBUMCGVEMRF-UHFFFAOYSA-N,c1cnc(cn1)C(=O)N,-0.7035,123.114,190,85.551,-433.0460413,-433.0582372,-0.01219598,-432.974322,-432.986697,-0.012375,4.0771,5.5678,-0.26488,-0.08645,0.23282,0.2898,281.4981995,-0.68459,0.72721,-0.8364,0.64444,-2.39404,14
IPENDKRRWFURRE-UHFFFAOYSA-N,c1cc(ccc1F)N1C(=O)C(=C(C1=O)Cl)Cl,-4.6442,260.0515,241,145.96,-1608.92595,-1608.937593,-0.01164307,-1608.846575,-1608.859418,-0.012843,1.0249,1.1103,-0.26274,-0.12715,0.19212,0.28766,417.2133179,-1.1157,0.66636,-0.55785,0.7077,-1.75764,20
IPHKVWAKDXKJRE-UHFFFAOYSA-N,C(CCO)Cc1ccc2c(c1)C(=O)c1c(ccs1)CO2,-3.916,288.3606,53,185.832,-1243.208263,-1243.224601,-0.01633801,-1242.968637,-1242.984803,-0.016166,3.4999,5.1069,-0.24408,-0.09072,0.22855,0.269,518.4874268,-1.99862,-2.75385,-0.80678,0.52553,-1.49061,36
IPKKHRVROFYTEK-UHFFFAOYSA-N,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,-3.49,306.401,-55,233.546,-1002.548708,-1002.560368,-0.01166031,-1002.192734,-1002.20539,-0.012656,3.4156,4.9413,-0.2656,-0.06367,0.2556,0.29052,626.2368774,-2.37216,-3.92325,-0.68841,0.83714,-2.37216,48
IPMQSLPLJDKUPI-UHFFFAOYSA-N,C1CC(C#N)C(=O)C1,-0.3567,109.1274,,91.062,-362.8223997,-362.8374317,-0.015031978,-362.734035,-362.749054,-0.015019,6.146,7.9749,-0.27668,-0.05739,0.26188,0.3016,286.145752,-0.57273,-0.98633,-0.57273,0.63625,-0.96264,15
IPPAUTOBDWNELX-UHFFFAOYSA-N,CCOC(=O)COC(=O)c1cc(ccc1[N+](=O)[O-])Oc1ccc(cc1Cl)C(F)(F)F,-5.8729,447.7514,65,283.921,-2034.767969,-2034.787317,-0.01934747,-2034.534721,-2034.556732,-0.022011,3.9761,4.8085,-0.2771,-0.10907,0.2102,0.30202,672.2242432,-3.63866,0.70448,-0.71987,1.09723,-4.19087,43
IPPYBNCEPZCLNI-UHFFFAOYSA-N,CC(CON(=O)=O)(CON(=O)=O)CON(=O)=O,-2.694130552,255.141,-15,168.59,-1036.84244,-1036.858386,-0.01594686,-1036.709256,-1036.72592,-0.016664,3.3523,4.5689,-0.34281,-0.10131,0.21796,0.36773,439.3464661,-3.31955,-1.25209,-0.69243,0.73136,-1.12639,26
IPRJXAGUEGOFGG-UHFFFAOYSA-N,CCCCNS(=O)(=O)c1ccccc1,-2.675782414,213.294,83,188.986,-993.447178,-993.4602352,-0.013057152,-993.250054,-993.263241,-0.013187,4.3489,6.6257,-0.26314,-0.04902,0.27025,0.28806,439.8950195,-1.95613,-3.38472,-0.98022,2.31353,-0.57154,29
IPVBROHEYXPTBX-UHFFFAOYSA-N,CCS(=O)(=O)NS(=O)(=O)CC,0.541311655,201.268,78.75,135.561,-1310.977574,-1310.993879,-0.01630534,-1310.847966,-1310.865844,-0.017878,0.7966,0.0893,-0.32033,-0.01652,0.30275,0.34525,372.6564636,-3.83154,-2.78864,-1.19714,2.29094,-0.4468,22
IPWBFGUBXWMIPR-UHFFFAOYSA-N,c1ccc(c(c1)Br)F,-2.6958,175,-8,82.666,-2902.623288,-2902.627398,-0.00411017,-2902.572321,-2902.576562,-0.004241,2.6699,3.5519,-0.25701,-0.0392,0.28007,0.28193,280.870575,0,-0.8068,-0.34876,0.38615,-0.26033,12
IPWLQQBKTBBLID-UHFFFAOYSA-N,c1cc(c(cc1CCO)N(=O)=O)O,-1.15563015,183.164,56,128.349,-665.8443035,-665.8569737,-0.012670149,-665.713839,-665.726979,-0.01314,2.6596,3.6491,-0.25902,-0.11916,0.20011,0.28394,358.8607483,-2.35346,-0.97422,-0.80304,0.53581,-1.85408,22
IPYHMQWSXUYBFX-UHFFFAOYSA-N,c1ccc2c(c1)nn(c1ccc(c(c1)C(=O)O)O)n2,-3.008996817,255.233,300,178.549,-890.7611985,-890.7718463,-0.010647792,-890.596656,-890.608371,-0.011715,1.8916,2.5796,-0.23619,-0.07963,0.23964,0.26111,452.025238,-2.08218,-0.34816,-0.7081,0.82145,-2.60817,28
IQCHKMQERZPOIJ-UHFFFAOYSA-N,Cc1cnc2c(cncn2)n1,0.06,146.1512,,104.164,-489.3766638,-489.388643,-0.0119792,-489.282735,-489.294562,-0.011827,3.6186,4.9894,-0.2603,-0.10623,0.21304,0.28522,316.8278809,0,0.28297,-0.72492,0.34433,-1.82705,17
IQEJEZOCXWJNKR-UHFFFAOYSA-N,CNc1ccc(cc1N(=O)=O)N(=O)=O,-3.993766786,197.15,176.7,110.686,-735.9523448,-735.9690454,-0.016700624,-735.840505,-735.857479,-0.016974,7.7323,10.9042,-0.25826,-0.11903,0.20024,0.28318,363.2199707,-1.71872,-0.80174,-0.56316,0.49342,-1.29526,21
IQFYYKKMVGJFEH-UHFFFAOYSA-N,Cc1cn(C2CC(C(CO)O2)O)c(=O)[nH]c1=O,-0.742062088,242.231,186.5,159.929,-875.1648302,-875.187127,-0.022296759,-874.959309,-874.981352,-0.022043,4.6589,7.0383,-0.25167,-0.05424,0.26503,0.27659,436.2342224,-3.54186,0.41113,-0.80097,0.83808,-4.66632,31
IQGIEMYBDGDBMR-UHFFFAOYSA-N,C=CC(=O)OCCC(C)CCOC(=O)C=C,-2.621433551,226.2718,,177.996,-769.0251784,-769.0374913,-0.012312963,-768.789015,-768.801645,-0.01263,3.0477,4.4371,-0.28671,-0.06106,0.25821,0.31163,505.7395935,-2.41396,-1.98066,-0.68656,0.78917,-2.41396,34
IQGKIPDJXCAMSM-UHFFFAOYSA-N,c1cc2c(cc1Cl)[n+](nc(n2)n1ccnc1)[O-],-3.63,247.6433,182,153.923,-1193.799572,-1193.813101,-0.01352885,-1193.682488,-1193.69648,-0.013992,3.8192,5.5034,-0.24959,-0.12771,0.19156,0.27451,417.737915,-0.44974,0.19407,-0.52348,0.59132,-1.82851,23
IQHYCZKIFIHTAI-UHFFFAOYSA-N,c1cc(ccc1Cl)N1CC(=NC1=O)N1CCOCC1,-3.543642848,279.726,264,189.023,-1278.740002,-1278.764231,-0.02422931,-1278.524165,-1278.547878,-0.023713,7.3321,10.7111,-0.22284,-0.04162,0.27765,0.24776,486.8252258,-1.30475,-0.77202,-0.68608,0.80475,-2.88037,33
IQJONTHXEYNKMB-OLQVQODUSA-N,CCC(C(=O)O)SC(CC)C(=O)O,-0.709116284,206.263,109,173.037,-1012.42487,-1012.438641,-0.01377121,-1012.249006,-1012.264134,-0.015128,1.5456,2.4512,-0.24495,-0.03723,0.28204,0.26987,408.9737549,-2.72467,-1.65887,-0.71927,0.81595,-2.48949,27
IQJONTHXEYNKMB-PHDIDXHHSA-N,CCC(C(=O)O)SC(CC)C(=O)O,-0.009069961,206.263,83,160.964,-1012.42487,-1012.438641,-0.01377121,-1012.249006,-1012.264134,-0.015128,1.5456,2.4512,-0.24495,-0.03723,0.28204,0.26987,408.9737549,-2.72467,-1.65887,-0.71927,0.81595,-2.48949,27
IQJUMZUPKVCXOO-RKQHYHRCSA-N,COc1cc(ccc1OC1C(C(C(C(CCl)O1)O)O)O)C=O,-2.074944371,332.738,163,178.895,-1530.470167,-1530.493106,-0.02293882,-1530.215177,-1530.23976,-0.024583,4.7235,6.0013,-0.23854,-0.07229,0.24698,0.26346,530.2659912,-4.66344,-0.29856,-0.79439,0.51641,-4.766,39
IQKVDKGKATYBIU-UHFFFAOYSA-N,CCOC(=O)C(NC(=O)c1ccncc1)n1cc(c(=O)[nH]c1=O)F,1.488551002,336.279,131,239.797,-1236.376245,-1236.401393,-0.02514803,-1236.15717,-1236.182235,-0.025065,5.4415,6.749,-0.26527,-0.08437,0.2349,0.29019,557.1503906,-3.12755,1.87052,-0.72047,0.83947,-5.68532,37
IQMRMAPGRQYCKW-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCNC(=O)C(C)O,-4.056368637,341.578,83.5,348.666,-1031.422603,-1031.435615,-0.01301199,-1030.871425,-1030.885598,-0.014173,2.9508,4.5626,-0.249,-0.00776,0.31151,0.27392,824.5266113,-1.52028,-8.39467,-0.79612,0.66244,-2.16472,67
IQPNAANSBPBGFQ-UHFFFAOYSA-N,c1cc(c(cc1c1cc(=O)c2c(cc(cc2o1)O)O)O)O,-4.03336592,286.2404,329,190.738,-1029.002503,-1029.022568,-0.02006482,-1028.822033,-1028.842788,-0.020755,5.0083,7.2505,-0.22959,-0.08,0.23927,0.25451,473.1824951,-4.04282,0.30799,-0.73642,0.53914,-4.04282,31
IQPSEEYGBUAQFF-UHFFFAOYSA-N,COc1ccnc(CS(=O)c2[nH]c3ccc(cc3n2)OC(F)F)c1OC,-1.744712894,383.376,137.5,206.43,-1681.738157,-1681.762295,-0.0241384,-1681.494454,-1681.518836,-0.024382,4.7961,5.449,-0.23655,-0.05215,0.26712,0.26147,616.9697266,-2.68426,-0.21327,-1.00223,1.27044,-3.76147,41
IQQDNMHUOLMLNJ-UHFFFAOYSA-N,c1ccc2c(c1)cc(cn2)O,-2.3925,145.1604,,113.528,-477.1657649,-477.1757215,-0.009956571,-477.058946,-477.069148,-0.010202,0.8598,1.4286,-0.2311,-0.06385,0.25542,0.25602,318.6393738,-0.71615,-0.87158,-0.71615,0.52834,-1.1737,18
IQUPABOKLQSFBK-UHFFFAOYSA-N,c1ccc(c(c1)[N+](=O)[O-])O,-1.771457118,139.1104,44.76125,101.466,-511.9990215,-512.0070077,-0.00798616,-511.923789,-511.932185,-0.008396,4.0468,5.4221,-0.26314,-0.11654,0.20273,0.28806,288.7661743,-1.54934,-0.56906,-0.69224,0.53599,-1.05013,15
IQVNEKKDSLOHHK-FNCQTZNRSA-N,CC1(C)CNC(=NC1)NN=C(C=Cc1ccc(cc1)C(F)(F)F)C=Cc1ccc(cc1)C(F)(F)F,-7.916,494.4818,,349.095,-1785.222341,-1785.238951,-0.01661006,-1784.840413,-1784.857877,-0.017464,3.8385,4.303,-0.20898,-0.09893,0.22034,0.2339,807.284729,0,-2.13447,-0.68216,1.09359,-4.22859,59
IQVRBWUUXZMOPW-PKNBQFBNSA-N,CCn1c2c(c(=O)n(CC)c1=O)n(C)c(C=Cc1ccc(c(c1)OC)OC)n2,-3.885852916,384.435,193.11,307.344,-1296.561421,-1296.581544,-0.02012305,-1296.196361,-1296.216639,-0.020278,6.0674,7.5457,-0.20162,-0.07604,0.24323,0.22654,682.7670898,-2.45431,-1.61256,-0.702,0.84313,-4.31611,52
IQXKGRKRIRMQCQ-UHFFFAOYSA-N,CCCC(C)(CCC)O,-1.5867,130.2296,-82,155.338,-390.9374727,-390.9426676,-0.005194893,-390.72472,-390.730611,-0.005891,1.4194,2.0821,-0.26964,-5.00E-05,0.31922,0.29456,363.913147,-0.80807,-3.72981,-0.80807,0.50417,-0.80807,27
IQXUIDYRTHQTET-UHFFFAOYSA-N,c1cc(c(cc1O)[N+](=O)[O-])N,-1.833764651,154.125,151,104.751,-567.3509264,-567.3662711,-0.015344705,-567.262021,-567.278498,-0.016477,4.0982,6.0538,-0.22145,-0.09898,0.22029,0.24637,309.7966919,-1.65226,-0.26582,-0.79541,0.52796,-1.97172,17
IRAKAHJFDQRYNL-UHFFFAOYSA-N,c1cc2c(cc1Cl)n(COC(=O)CCC(=O)O)c(=O)o2,-3.41,299.6671,,150.167,-1429.676635,-1429.698304,-0.0216688,-1429.512434,-1429.534077,-0.021643,2.3942,3.5734,-0.2468,-0.04695,0.27232,0.27172,501.1044617,-3.69875,1.13009,-0.72295,0.94094,-4.19052,30
IRCMYGHHKLLGHV-UHFFFAOYSA-N,CCOC1C(C)(C)c2cc(ccc2O1)OS(=O)(=O)C,-3.42,286.3422,71,227.918,-1280.498187,-1280.513765,-0.01557867,-1280.248266,-1280.264206,-0.01594,2.8358,4.2971,-0.22833,-0.02298,0.29629,0.25325,524.5583496,-3.79654,-3.1096,-0.94906,2.3323,-1.46424,37
IRECWLYBCAZIJM-UHFFFAOYSA-N,CCCCCOC(=O)COc1cc(c(cc1Cl)F)N1C(=O)C2=C(CCCC2)C1=O,-6.3508,423.8678,89,280.4,-1805.067863,-1805.089872,-0.02200936,-1804.71904,-1804.74184,-0.0228,6.8518,9.2785,-0.23813,-0.10142,0.21785,0.26305,737.3745117,-2.87692,-2.05697,-0.68852,0.81677,-3.72962,52
IRGKYLSNSLUZFH-SFHVURJKSA-N,c1cc(ccc1CNc1ccc(cc1)OC(F)(F)F)COC1Cn2cc(nc2OC1)N(=O)=O,-5.365863151,464.401,74.5,312.505,-1706.271389,-1706.303106,-0.03171755,-1705.946144,-1705.978002,-0.031858,11.6725,15.9149,-0.22525,-0.08839,0.23088,0.25017,731.6799316,-2.55989,-0.26698,-0.65017,1.31808,-4.77372,52
IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-5.64,312.3646,230,223.908,-1037.031923,-1037.045915,-0.01399186,-1036.734357,-1036.749332,-0.014975,3.7893,5.2509,-0.25718,-0.06478,0.25449,0.2821,604.6594238,-2.36931,-2.61363,-0.68725,0.83811,-2.36931,43
IRJQWZWMQCVOLA-DNTJNYDQSA-N,CC(=NNC(=O)Nc1cc(cc(c1)F)F)c1c(cccn1)C(=O)O,-3.7248,334.2816,,226.362,-1223.238069,-1223.257758,-0.01968947,-1223.030813,-1223.050848,-0.020035,6.5221,8.7765,-0.24018,-0.08338,0.23589,0.2651,545.5131226,-2.03568,0.73092,-0.76047,0.82472,-4.60424,36
IRLYGRLEBKCYPY-UHFFFAOYSA-N,Cc1ccc(C)c(c1)S(=O)(=O)O,0.421910795,186.232,86,128.531,-934.6944385,-934.7079388,-0.013500357,-934.564079,-934.577485,-0.013406,4.8531,7.2524,-0.26208,-0.05104,0.26823,0.287,363.9217224,-2.82632,-2.43495,-0.95005,2.36895,-0.45737,22
IRLZOQDGEAEIPX-UHFFFAOYSA-N,c1ccc(cc1)Oc1c(cccc1Cl)Cl,-5.06025,239.1006,,136.377,-1457.715214,-1457.721726,-0.00651261,-1457.590403,-1457.596914,-0.006511,2.1137,3.1505,-0.23839,-0.04305,0.27622,0.26331,417.5757141,-0.52347,-1.6174,-0.52347,0.30069,-0.4829,23
IROINLKCQGIITA-UHFFFAOYSA-N,CCNc1nc(nc(n1)SC)NC(C)(C)C,-3.9847,241.3536,104.5,195.082,-1064.531672,-1064.541113,-0.00944117,-1064.280734,-1064.290827,-0.010093,2.6432,3.5618,-0.22951,-0.01798,0.30129,0.25443,494.7045593,0,-2.2283,-0.83061,0.62833,-2.88004,35
IRSCQMHQWWYFCW-UHFFFAOYSA-N,C(C(CO)OCn1cnc2c1nc(N)[nH]c2=O)O,-1.803196943,255.2328,246,178.391,-925.4738124,-925.5076166,-0.033804263,-925.276598,-925.310271,-0.033673,5.4119,8.437,-0.22972,-0.03458,0.28469,0.25464,454.6438293,-2.89969,1.6145,-0.84293,0.64466,-5.90746,31
