StdInChIKey,Name,Smile,Sol,LogS,T,Sol_cat,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
HFBWPRKWDIRYNX-UHFFFAOYSA-N,"6-chloro-2-N,2-N,4-N-triethyl-1,3,5-triazine-2,4-diamine",Clc1nc(N(CC)CC)nc(NCC)n1,NA,-4.06,NA,G,229.7119,101,177.036,-1086.614618,-1086.624284,-0.00966561,-1086.400201,-1086.410281,-0.01008,4.3718,6.2496,-0.23654,-0.02741,0.29186,0.26146,471.7125244,0,-1.21452,-0.70617,0.6363,-2.93133,31,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
HHMCAJWVGYGUEF-UHFFFAOYSA-N,2-nitro-1-(4-nitrophenoxy)-4-(trifluoromethyl)benzene,FC(F)(F)c1cc([N+](=O)[O-])c(Oc2ccc([N+](=O)[O-])cc2)cc1,NA,-5.22,NA,F,328.2039,94,209.953,-1284.5987,-1284.617302,-0.01860217,-1284.45635,-1284.475469,-0.019119,2.8708,4.1334,-0.28441,-0.12256,0.19671,0.30933,507.5221863,-2.08747,0.18416,-0.48743,1.09743,-2.17321,30,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
HHOSMYBYIHNXNO-UHFFFAOYSA-N,"2,2,5-trimethylhexane",C(CCC(C)C)(C)(C)C,NA,-5.05,NA,F,128.257,-105.85,170.033,-355.0337672,-355.0343098,-0.000542669,-354.79742,-354.798548,-0.001128,0.0886,0.1127,-0.30075,0.00245,0.32172,0.32567,368.6878662,0,-4.68649,-0.68199,0.23634,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HJUFTIJOISQSKQ-UHFFFAOYSA-N,ethyl N-[2-(4-phenoxyphenoxy)ethyl]carbamate,O=C(OCC)NCCOc1ccc(Oc2ccccc2)cc1,NA,-4.69948,NA,G,301.3414,53.25,210.314,-1014.943639,-1014.957823,-0.01418403,-1014.663223,-1014.678333,-0.01511,2.9666,4.1126,-0.21944,-0.02605,0.29322,0.24436,602.6848755,-2.3879,-1.89996,-0.71863,0.93282,-3.06708,41,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
HKMTVMBEALTRRR-UHFFFAOYSA-N,11H-benzo[a]fluorene,c12c(ccc3c4c(cccc4)Cc13)cccc2,NA,-6.679999,NA,E,216.2818,188.5,134.984,-655.087743,-655.0939382,-0.006195187,-654.890333,-654.896563,-0.00623,0.4878,0.7984,-0.21071,-0.05473,0.26454,0.23563,425.7159424,0,-3.06831,-0.49311,0.27852,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
HKOOXMFOFWEVGF-UHFFFAOYSA-N,phenylhydrazine,N(N)c1ccccc1,NA,0.07,NA,L,108.1426,19.5,96.582,-342.9335879,-342.9419839,-0.008395988,-342.829718,-342.838077,-0.008359,0.6616,1.0226,-0.21165,-0.01504,0.30423,0.23657,285.6184692,0,-1.20602,-0.74263,0.41972,-1.25221,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
HKPHPIREJKHECO-UHFFFAOYSA-N,"N-(butoxymethyl)-2-chloro-N-(2,6-diethylphenyl)acetamide",ClCC(=O)N(COCCCC)c1c(CC)cccc1CC,NA,-4.1915,NA,G,311.8509,-2.8,245.969,-1328.904274,-1328.916819,-0.01254553,-1328.552597,-1328.567268,-0.014671,3.0564,4.5589,-0.24255,-0.04336,0.27591,0.26747,569.6134644,-1.25892,-4.46573,-0.68713,0.68081,-1.84384,47,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
HLQDGCWIOSOMDP-UHFFFAOYSA-N,"1,2,3,4-tetrachloro-5-phenylbenzene",Clc1c(Cl)c(Cl)cc(c1Cl)c1ccccc1,NA,-7.160001,NA,D,291.9914,91,225.678,-2301.682846,-2301.687798,-0.00495149,-2301.583118,-2301.588274,-0.005156,2.8468,3.6494,-0.25504,-0.05929,0.25998,0.27996,442.2168274,0,-1.75834,-0.2423,0.27958,0.19972,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
HLZKNKRTKFSKGZ-UHFFFAOYSA-N,tetradecan-1-ol,OCCCCCCCCCCCCCC,NA,-6.105868,NA,E,214.3904,38.75,230.99,-626.8219238,-626.828333,-0.006409277,-626.450734,-626.458159,-0.007425,1.7316,2.2722,-0.27709,-0.00093,0.31834,0.30201,577.6259766,-0.81235,-6.37307,-0.81235,0.51166,-0.81235,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HMIBKHHNXANVHR-UHFFFAOYSA-N,"S-(4-phenoxybutyl) N,N-dimethylcarbamothioate",S(C(=O)N(C)C)CCCCOc1ccccc1,NA,-3.93,NA,H,253.3586,40.5,191.362,-1110.251156,-1110.262342,-0.01118532,-1109.99818,-1110.010658,-0.012478,3.9808,5.0067,-0.22086,-0.00862,0.31065,0.24578,524.4295654,-1.24426,-3.1575,-0.68979,0.53955,-1.58224,36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
HMSWAIKSFDFLKN-UHFFFAOYSA-N,hexacosane,C(CCCCCCCCCCCCC)CCCCCCCCCCCC,NA,-8.330032,NA,C,366.7126,56.5,402.717,-1023.386697,-1023.387745,-0.00104732,-1022.701492,-1022.703561,-0.002069,0,0,-0.28465,0.01345,0.33272,0.30957,951.7295532,0,-12.43289,-0.6882,0.23772,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNDVDQJCIGZPNO-YFKPBYRVSA-N,(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid,O=C(O)[C@@H](N)Cc1[nH]cnc1,NA,-0.56543,NA,K,155.156,282,136.557,-548.7829853,-548.8089892,-0.026003867,-548.658078,-548.684848,-0.02677,7.6741,11.1228,-0.23667,-0.03513,0.28414,0.26159,325.6269531,-1.37629,0.27151,-0.96055,0.8147,-3.4533,20,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1
HNJBEVLQSNELDL-UHFFFAOYSA-N,pyrrolidin-2-one,O=C1NCCC1,NA,1.07,NA,M,85.1054,24,66.152,-286.6443755,-286.6564441,-0.012068556,-286.561957,-286.574021,-0.012064,4.426,5.9603,-0.25258,-0.00337,0.3159,0.2775,248.3931122,-0.71392,-0.6132,-0.71392,0.68555,-1.37125,13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
HOQADATXFBOEGG-UHFFFAOYSA-N,propan-2-yl 2-[ethoxy-(propan-2-ylamino)phosphinothioyl]oxybenzoate,S=P(OCC)(Oc1c(C(=O)OC(C)C)cccc1)NC(C)C,NA,-4.19,NA,G,345.3927,-12,256.144,-1681.373833,-1681.386562,-0.01272887,-1681.050622,-1681.06488,-0.014258,4.642,7.1649,-0.22996,-0.05818,0.26109,0.25488,605.788147,-2.88445,-3.60637,-1.08659,2.04304,-2.58261,46,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
HORNXRXVQWOLPJ-UHFFFAOYSA-N,3-chlorophenol,Clc1cc(O)ccc1,NA,-0.7,NA,K,128.5579,32.5,80.604,-767.0760321,-767.0833394,-0.007307282,-767.012365,-767.019982,-0.007617,0.893,1.1731,-0.24233,-0.03056,0.28871,0.26725,282.5514526,-0.71877,-0.84559,-0.71877,0.52732,-0.73514,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
HPQURZRDYMUHJI-UHFFFAOYSA-N,pentylcyclopentane,C(CCC1CCCC1)CC,NA,-6.08,NA,E,140.268,-83,137.459,-393.1370162,-393.1374227,-0.00040648,-392.894513,-392.895556,-0.001043,0.1126,0.1426,-0.29927,0.00869,0.32796,0.32419,397.4005127,0,-4.68709,-0.6881,0.24318,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
HPXRVTGHNJAIIH-UHFFFAOYSA-N,cyclohexanol,OC1CCCCC1,NA,-0.44,NA,K,100.1602,23.25,85.225,-311.102646,-311.1078332,-0.005187165,-310.958075,-310.963687,-0.005612,1.5953,2.2163,-0.27049,-0.00366,0.31561,0.29541,280.6763,-0.81475,-2.32379,-0.81475,0.50731,-0.81475,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
HPYNZHMRTTWQTB-UHFFFAOYSA-N,"2,3-dimethylpyridine",Cc1c(C)cccn1,NA,0.38,NA,L,107.1548,-17,89.811,-326.9355351,-326.9410905,-0.005555366,-326.822844,-326.828582,-0.005738,2.2951,3.2519,-0.25125,-0.0283,0.29097,0.27617,290.56604,0,-1.76998,-0.71722,0.25741,-0.4973,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
HRBKVYFZANMGRE-UHFFFAOYSA-N,"dimethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-$l^{5}-phosphane",Clc1c(Cl)cc(Cl)c(OP(=S)(OC)OC)n1,NA,-4.82,NA,G,322.53,46,224.486,-2671.589662,-2671.598741,-0.00907874,-2671.493932,-2671.504181,-0.010249,1.8458,3.0827,-0.25497,-0.07334,0.24593,0.27989,459.7139282,-2.51559,-0.35481,-0.85868,2.09562,-1.36074,23,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
HSFWRNGVRCDJHI-UHFFFAOYSA-N,acetylene,C#C,NA,0.29,NA,L,26.0378,-80.8,28.766,-77.3331033,-77.33675331,-0.003650009,-77.325996,-77.32892,-0.002924,0,0,-0.29654,0.01475,0.33402,0.32146,153.3953247,0,-0.52232,-0.26116,0.26116,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUPFGZXOMWLGNK-UHFFFAOYSA-N,"5-(2,4-difluorophenyl)-2-hydroxybenzoic acid",Fc1c(c2cc(C(=O)O)c(O)cc2)ccc(F)c1,NA,-4.114,NA,G,250.2012,210.25,151.844,-925.6075087,-925.6220673,-0.014558673,-925.46621,-925.480582,-0.014372,3.5039,4.9877,-0.24362,-0.07879,0.24048,0.26854,426.2732239,-2.0763,0.11735,-0.7124,0.82288,-2.78207,26,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
HUTDUHSNJYTCAR-UHFFFAOYSA-N,cyclopropyl-(4-methoxyphenyl)-pyrimidin-5-ylmethanol,O(C)c1ccc(C(O)(c2cncnc2)C2CC2)cc1,NA,-2.6,NA,I,256.3036,110.5,212.178,-841.1495712,-841.1626727,-0.013101498,-840.909882,-840.922872,-0.01299,5.6084,7.2692,-0.23739,-0.04688,0.27239,0.26231,480.0740051,-1.33174,-1.89823,-0.78274,0.52069,-2.33652,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1
HWHLPVGTWGOCJO-UHFFFAOYSA-N,1-cyclohexyl-1-phenyl-3-piperidin-1-ylpropan-1-ol,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,NA,-1.815,NA,J,301.471,114.5,273.607,-910.7888774,-910.7965099,-0.007632541,-910.357471,-910.365765,-0.008294,2.002,2.8411,-0.20603,-0.01987,0.2994,0.23095,563.4611206,-0.79353,-6.37285,-0.79353,0.50737,-1.35655,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
HWWYDZCSSYKIAD-UHFFFAOYSA-N,"3,5-dimethylpyridine",Cc1cc(C)cnc1,NA,0.38,NA,L,107.1548,-9,100.664,-326.9333225,-326.9393564,-0.006033838,-326.819946,-326.82608,-0.006134,2.6709,3.6535,-0.25066,-0.02856,0.29071,0.27558,295.6008911,0,-1.7488,-0.70502,0.25726,-0.48939,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
HYBBIBNJHNGZAN-UHFFFAOYSA-N,furan-2-carbaldehyde,O=Cc1occc1,NA,-0.1,NA,K,96.0854,-36.83335,87.441,-343.3641431,-343.3723109,-0.008167731,-343.31408,-343.322262,-0.008182,3.901,5.3145,-0.26051,-0.07881,0.24046,0.28543,251.094162,-1.05587,0.07093,-0.61046,0.35006,-1.05587,11,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
HYIMSNHJOBLJNT-UHFFFAOYSA-N,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",O=[N+]([O-])c1c(C2C(=C(C)NC(=C2C(=O)OC)C)C(=O)OC)cccc1,NA,-4.63622,NA,G,346.339,174,218.401,-1219.452317,-1219.471926,-0.01960959,-1219.169854,-1219.19043,-0.020576,5.0139,7.9281,-0.22347,-0.09152,0.22775,0.24839,548.0637817,-3.26333,-1.47607,-0.71454,0.80158,-3.33158,43,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
HYJSGOXICXYZGS-UHFFFAOYSA-N,"2-(4-chloro-2-oxo-1,3-benzothiazol-3-yl)acetic acid",Clc1c2n(CC(=O)O)c(=O)sc2ccc1,NA,-2.61,NA,I,243.6643,193,174.636,-1485.427821,-1485.444886,-0.01706499,-1485.32779,-1485.344975,-0.017185,6.7282,8.9066,-0.2595,-0.057,0.26227,0.28442,381.9944153,-1.96913,0.0873,-0.7078,0.81333,-2.04284,21,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1
HYWYRSMBCFDLJT-UHFFFAOYSA-N,N-(4-nitro-2-phenoxyphenyl)methanesulfonamide,S(=O)(=O)(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)C,NA,-4.489,NA,G,308.3082,143.375,236.387,-1386.294075,-1386.314654,-0.02057811,-1386.101839,-1386.123448,-0.021609,4.7892,7.1097,-0.25331,-0.10636,0.21291,0.27823,519.1553955,-3.30202,-2.11158,-0.96379,2.2972,-1.39533,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1
IAIWVQXQOWNYOU-UHFFFAOYSA-N,[(5-nitrofuran-2-yl)methylideneamino]urea,O=[N+]([O-])c1oc(C=NNC(=O)N)cc1,NA,-2.92,NA,I,198.1378,240,111.339,-752.0476382,-752.0703296,-0.022691434,-751.951712,-751.974601,-0.022889,4.6601,6.4576,-0.25156,-0.12137,0.1979,0.27648,387.242157,-2.00519,0.95293,-0.87329,0.79405,-3.10673,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
IAKOZHOLGAGEJT-UHFFFAOYSA-N,"1-methoxy-4-[2,2,2-trichloro-1-(4-methoxyphenyl)ethyl]benzene",ClC(Cl)(Cl)C(c1ccc(OC)cc1)c1ccc(OC)cc1,NA,-6.589107,NA,E,345.6523,87,249.92,-2149.758966,-2149.769924,-0.01095785,-2149.53515,-2149.547435,-0.012285,2.6059,3.3497,-0.22309,-0.04953,0.26974,0.24801,550.27948,-1.09965,-2.66627,-0.55021,0.31882,-1.03046,36,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
IDOWTHOLJBTAFI-UHFFFAOYSA-N,[3-(methoxycarbonylamino)phenyl] N-(3-methylphenyl)carbamate,O=C(OC)Nc1cc(OC(=O)Nc2cc(C)ccc2)ccc1,NA,-4.789885,NA,G,300.3134,142.5,186.598,-1029.823322,-1029.840894,-0.01757211,-1029.577005,-1029.596149,-0.019144,2.9951,3.9757,-0.22969,-0.02727,0.292,0.25461,572.0317383,-2.49948,-0.67544,-0.70232,0.94369,-3.78042,38,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
IFEKQNAXDMZERW-UHFFFAOYSA-N,2-amino-3-(2H-indazol-3-yl)propanoic acid,O=C(O)C(N)Cc1n[nH]c2c1cccc2,NA,-1.407,NA,J,205.2158,240,144.466,-702.4205155,-702.4401399,-0.019624463,-702.253266,-702.273113,-0.019847,6.4539,8.2136,-0.24501,-0.05989,0.25938,0.26993,398.8522644,-1.41291,-0.6283,-0.92083,0.81084,-3.04542,26,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
IFLREYGFSNHWGE-UHFFFAOYSA-N,tetracene,c12c(cc3c(c1)cccc3)cc1c(c2)cccc1,NA,-8.59998,NA,C,228.2928,350,160.82,-693.1878896,-693.1943724,-0.006482762,-692.985494,-692.992094,-0.0066,2.00E-04,3.00E-04,-0.18856,-0.08768,0.23159,0.21348,441.3423767,0,-2.98723,-0.24864,0.25338,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
IIZIPXWXNPFUOU-UHFFFAOYSA-N,[2-[ethyl(2-hydroxyethyl)amino]-2-oxoethyl] benzoate,O=C(N(CCO)CC)COC(=O)c1ccccc1,NA,-1.367,NA,J,251.2816,79,218.939,-861.3167951,-861.3364785,-0.019683352,-861.075105,-861.093696,-0.018591,5.1584,7.6346,-0.25691,-0.05916,0.26011,0.28183,489.1829224,-2.72317,-1.37702,-0.82918,0.82508,-3.19745,35,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
IJFPVINAQGWBRJ-UHFFFAOYSA-N,"bis(6-methylheptyl) benzene-1,2-dicarboxylate",O=C(OCCCCCC(C)C)c1c(C(=O)OCCCCCC(C)C)cccc1,NA,-6.639999,NA,E,390.5618,-4,293.816,-1238.435635,-1238.448381,-0.01274613,-1237.921106,-1237.935001,-0.013895,3.359,4.7057,-0.26252,-0.0638,0.25547,0.28744,773.0043945,-2.37506,-6.71939,-0.68253,0.84276,-2.37506,66,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
IKECULIHBUCAKR-UHFFFAOYSA-N,"2,3-dimethylbutan-2-ol",OC(C(C)C)(C)C,NA,-0.41,NA,K,102.176,-14,108.389,-312.3084182,-312.3136556,-0.005237376,-312.147731,-312.153543,-0.005812,1.6894,2.3347,-0.27112,-0.00137,0.3179,0.29604,293.6345825,-0.80773,-2.81991,-0.80773,0.50414,-0.80773,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IKZBNCORGKYEDZ-UHFFFAOYSA-N,"7-(3-aminoazetidin-1-yl)-1-cyclopropyl-6,8-difluoro-4-oxoquinoline-3-carboxylic acid",Fc1c(N2CC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,NA,-5.269,NA,F,335.3096,235.75,261.293,-1208.335461,-1208.361816,-0.02635459,-1208.087676,-1208.114106,-0.02643,10.9825,15.1138,-0.23297,-0.07496,0.24431,0.25789,530.4804077,-2.12065,0.1064,-0.93206,0.80745,-4.5757,39,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,[4-(dimethylamino)-3-methylphenyl] N-methylcarbamate,O=C(Oc1cc(C)c(N(C)C)cc1)NC,NA,-2.36,NA,I,208.2596,93.5,157.895,-688.7890558,-688.8021436,-0.013087793,-688.572602,-688.585455,-0.012853,2.1334,2.6258,-0.2065,-0.01076,0.30851,0.23142,449.6387634,-1.27508,-1.60665,-0.7098,0.93103,-2.4868,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
IMMLSOUHQHJKTL-UHFFFAOYSA-N,"methyl 2-[[2-[2-[7-[(2,7-dichlorocyclohepta-1,4,6-trien-1-yl)amino]cyclohepta-1,3,5-trien-1-yl]acetyl]oxyacetyl]amino]propanoate",ClC1=CC=CCC(=C1NC1C(=CC=CC=C1)CC(=O)OCC(=O)NC(C(=O)OC)C)Cl,NA,-1.45272,NA,J,467.348,481,257.235,-2258.796899,-2258.817726,-0.02082714,-2258.432108,-2258.452787,-0.020679,4.5281,5.9812,-0.21969,-0.06477,0.2545,0.24461,699.114624,-3.0958,-2.17309,-0.70042,0.85012,-4.45042,55,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
IMNFDUFMRHMDMM-UHFFFAOYSA-N,heptane,C(CCC)CCC,NA,-4.53,NA,G,100.2034,-91,95.925,-276.4072969,-276.4076517,-0.000354823,-276.223974,-276.224971,-0.000997,0.085,0.1012,-0.30588,0.01827,0.33754,0.3308,340.0371704,0,-3.7076,-0.68802,0.2377,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMONTRJLAWHYGT-UHFFFAOYSA-N,"(17-ethynyl-13-methyl-3-oxo-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl) acetate",O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C,NA,-4.79,NA,G,340.4614,161.5,250.549,-1080.853076,-1080.870339,-0.01726274,-1080.447107,-1080.46532,-0.018213,4.4305,5.6207,-0.24303,-0.0562,0.26307,0.26795,579.336731,-1.84209,-5.28063,-0.77778,0.83348,-1.84209,53,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
IMPKVMRTXBRHRB-UHFFFAOYSA-N,"cyclohexane-1,2,3,4,5-pentol",OC1C(O)C(O)CC(O)C1O,NA,-0.17,NA,K,164.1578,236,103.807,-611.972254,-611.9901768,-0.017922736,-611.815427,-611.834397,-0.01897,3.369,4.8574,-0.28025,-0.02437,0.2949,0.30517,320.2976379,-3.98028,-0.33492,-0.80196,0.52405,-3.98028,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
IMWQMZMZPWIQBE-UHFFFAOYSA-N,[1-(carbamoylhydrazinylidene)propan-2-ylideneamino]urea,O=C(NN=C(C=NNC(=O)N)C)N,NA,-1.948,NA,J,186.173,255,135.358,-675.5174114,-675.5418419,-0.024430462,-675.381884,-675.406638,-0.024754,6.9524,9.8764,-0.23036,-0.07286,0.24641,0.25528,396.4159546,-1.43419,1.011,-0.88431,0.79399,-4.67893,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
INWLQCZOYSRPNW-UHFFFAOYSA-N,"N-(2,6-dimethylphenyl)-1-methylpiperidine-2-carboxamide",O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,NA,-1.55,NA,J,246.3516,150.25,236.531,-769.6173595,-769.6287035,-0.011344045,-769.31238,-769.324601,-0.012221,2.6391,4.258,-0.20839,-0.01914,0.30013,0.23331,476.7664795,-0.68837,-3.66773,-0.7045,0.68495,-1.9016,40,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
IOUNQDKNJZEDEP-UHFFFAOYSA-N,"6-chloro-3-(diethoxyphosphinothioylsulfanylmethyl)-1,3-benzoxazol-2-one",Clc1cc2oc(=O)n(CSP(=S)(OCC)OCC)c2cc1,NA,-5.23,NA,F,367.8016,47.75,233.225,-2420.00795,-2420.022084,-0.01413387,-2419.796499,-2419.811585,-0.015086,4.1475,4.2907,-0.24006,-0.04223,0.27704,0.26498,565.5169678,-2.88735,-1.53379,-0.87513,1.68538,-2.33643,36,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
