StdInChIKey,Name,Smile,Sol,LogS,T,Sol_cat,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
SKGXYFVQZVPEFP-UHFFFAOYSA-N,"1,2,3,7-tetrachlorodibenzo-p-dioxin",Clc1c(Cl)c2Oc3c(Oc2cc1Cl)cc(Cl)cc3,NA,-8.890084,NA,C,321.9744,172,176.576,-2450.910904,-2450.916365,-0.00546144,-2450.826168,-2450.831792,-0.005624,1.4147,1.9241,-0.22999,-0.05627,0.263,0.25491,456.3320313,-0.97381,-0.28826,-0.48777,0.28599,-0.82449,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
SKIVFJLNDNKQPD-UHFFFAOYSA-N,N-(4-aminophenyl)sulfonylacetamide,S(=O)(=O)(NC(=O)C)c1ccc(N)cc1,NA,-1.35405,NA,J,214.2386,183,160.625,-1044.21294,-1044.236074,-0.02313439,-1044.073483,-1044.097144,-0.023661,6.413,9.3772,-0.23472,-0.04114,0.27813,0.25964,403.2633057,-2.56706,-1.23507,-0.97007,2.32647,-1.99561,24,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1
SKKTUOZKZKCGTB-UHFFFAOYSA-N,butyl carbamate,O=C(OCCCC)N,NA,-0.66,NA,K,117.1474,54,99.318,-402.4032372,-402.4130271,-0.009789923,-402.273573,-402.284033,-0.01046,2.2909,3.1311,-0.28253,-0.00185,0.31742,0.30745,322.1795959,-1.29434,-0.85818,-0.88571,0.92026,-2.18005,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SLAMLWHELXOEJZ-UHFFFAOYSA-N,2-Nitrobenzoic acid,O=[N+]([O-])c1c(C(=O)O)cccc1,NA,-1.474,NA,J,167.1208,147,119.959,-625.3316192,-625.3459284,-0.014309208,-625.2497,-625.264106,-0.014406,6.0134,7.9149,-0.29334,-0.13449,0.18478,0.31826,319.4908752,-2.10794,-0.04787,-0.71257,0.81804,-1.5934,17,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
SLGBZMMZGDRARJ-UHFFFAOYSA-N,triphenylene,c12c(c3c(c4c1cccc4)cccc3)cccc2,NA,-6.74,NA,E,228.2928,196.5,156.994,-693.2029836,-693.2095735,-0.006589962,-693.000538,-693.006958,-0.00642,2.00E-04,5.00E-04,-0.22545,-0.04763,0.27164,0.25037,426.1617126,0,-2.98885,-0.24013,0.25342,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SLXKOJJOQWFEFD-UHFFFAOYSA-N,6-aminohexanoic acid,O=C(O)CCCCCN,NA,-0.97469,NA,K,131.1742,208,118.932,-441.6912904,-441.70975,-0.018459649,-441.535653,-441.554452,-0.018799,5.3672,7.1546,-0.2451,-0.01952,0.29975,0.27002,350.2297974,-1.37518,-1.42901,-0.95295,0.83154,-2.32813,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
SMDHCQAYESWHAE-UHFFFAOYSA-N,"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",FC(F)(F)c1cc([N+](=O)[O-])c(N(CCCC)CC)c([N+](=O)[O-])c1,NA,-5.53,NA,F,335.2823,67,212.734,-1269.54137,-1269.553254,-0.01188435,-1269.298687,-1269.311089,-0.012402,2.81,3.4404,-0.25095,-0.12342,0.19585,0.27587,519.9810181,-1.5627,-1.9346,-0.7067,1.09876,-2.09871,39,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
SMQUZDBALVYZAC-UHFFFAOYSA-N,2-hydroxybenzaldehyde,O=Cc1c(O)cccc1,NA,-0.86,NA,K,122.1232,1.5,79.453,-420.8227519,-420.8300168,-0.007264963,-420.738915,-420.746373,-0.007458,3.3845,4.6184,-0.24783,-0.08434,0.23493,0.27275,283.5363159,-1.35011,-0.41652,-0.71553,0.5348,-1.35011,15,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
SNHRLVCMMWUAJD-SUYDQAKGSA-N,"[(8S,9R,10S,11S,13S,14S,16S,17R)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] pentanoate",F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CCCC)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C,NA,-4.9073,NA,G,476.5841,188.25,363.685,-1602.253329,-1602.274732,-0.0214029,-1601.711676,-1601.735899,-0.024223,6.3074,7.7297,-0.22662,-0.06934,0.24993,0.25154,680.3357544,-3.98122,-5.50142,-0.79283,0.84852,-4.39586,71,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
SNHRLVCMMWUAJD-UHFFFAOYSA-N,"[9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] pentanoate",FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C(OC(=O)CCCC)(C(=O)CO)C(C)C1)CC2O,NA,-4.71,NA,G,476.5841,183.5,351.753,-1602.320352,-1602.3453,-0.02494788,-1601.778676,-1601.804582,-0.025906,6.4917,11.0213,-0.23989,-0.06477,0.2545,0.26481,696.6322021,-4.07191,-5.44239,-0.7952,0.865,-4.48367,71,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
SNICXCGAKADSCV-UHFFFAOYSA-N,3-(1-methylpyrrolidin-2-yl)pyridine,CN1C(c2cnccc2)CCC1,NA,0.79,NA,L,162.234,-78.8889,147.597,-498.9957355,-499.0028645,-0.007128935,-498.80525,-498.812521,-0.007271,1.9299,2.6133,-0.21681,-0.03569,0.28358,0.24173,361.3239441,0,-2.3219,-0.55414,0.26028,-1.04593,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
SNIOPGDIGTZGOP-UHFFFAOYSA-N,"1,3-dinitrooxypropan-2-yl nitrate",O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],NA,-2.22,NA,I,227.0872,13.41665,93.887,-958.2092684,-958.2243128,-0.015044386,-958.130208,-958.145618,-0.01541,1.7778,2.5066,-0.3481,-0.11091,0.20836,0.37302,395.6072388,-3.26675,-0.3124,-0.38963,0.73357,-1.06766,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SNWQKAWITMVCQW-UHFFFAOYSA-N,2-[[4-(acetylsulfamoyl)phenyl]carbamoyl]benzoic acid,S(=O)(=O)(NC(=O)C)c1ccc(NC(=O)c2c(C(=O)O)cccc2)cc1,NA,-2.517,NA,I,362.3564,196,206.217,-1577.188961,-1577.219661,-0.03070042,-1576.957626,-1576.988674,-0.031048,8.7239,12.5569,-0.24721,-0.08853,0.23074,0.27213,583.7888184,-4.52977,-0.74362,-0.96404,2.33003,-3.73617,39,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1
SONNWYBIRXJNDC-VIFPVBQESA-N,3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenol,O[C@@H](CNC)c1cc(O)ccc1,NA,0.58,NA,L,167.2072,144,117.707,-555.9782673,-555.9942147,-0.015947407,-555.806983,-555.822515,-0.015532,4.2924,5.1074,-0.2205,-0.01722,0.30205,0.24542,383.5526733,-1.52239,-1.52975,-0.7954,0.52421,-2.25799,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
SPANOECCGNXGNR-UHFFFAOYSA-N,"S-(2,3-dichloroprop-2-enyl) N,N-di(propan-2-yl)carbamothioate",ClC(=CCl)CSC(=O)N(C(C)C)C(C)C,NA,-4.06988,NA,G,270.2164,27.5,204.747,-1839.879484,-1839.888547,-0.00906242,-1839.667754,-1839.677046,-0.009292,4.1792,5.5592,-0.24908,-0.02985,0.28942,0.274,481.8903198,-0.67734,-3.33675,-0.69359,0.56668,-1.00184,32,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SPFYMRJSYKOXGV-UHFFFAOYSA-N,1-cyclopropyl-7-(4-ethylpiperazin-1-yl)-6-fluoro-4-oxoquinoline-3-carboxylic acid,Fc1c(N2CCN(CC)CC2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,NA,-3.1811,NA,H,359.3995,221,285.578,-1227.061494,-1227.087471,-0.02597692,-1226.720231,-1226.746199,-0.025968,11.5464,17.3899,-0.21826,-0.07644,0.24283,0.24318,585.4770508,-2.13027,-1.97272,-0.74666,0.80665,-3.8767,48,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1
SPSSULHKWOKEEL-UHFFFAOYSA-N,"2-methyl-1,3,5-trinitrobenzene",O=[N+]([O-])c1c(C)c([N+](=O)[O-])cc([N+](=O)[O-])c1,NA,-3.22,NA,H,227.133,80,142.51,-885.0818828,-885.0976668,-0.015784017,-884.989149,-885.004898,-0.015749,1.718,2.1835,-0.32367,-0.14379,0.17548,0.34859,380.2062683,-2.24323,-0.73948,-0.71926,0.50709,-0.72332,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
SSLKKMZJCJBOML-UHFFFAOYSA-N,"2-(6-chloropyridazin-3-yl)sulfanyl-N,N-diethylacetamide",Clc1nnc(SCC(=O)N(CC)CC)cc1,NA,-1.72,NA,J,259.7531,97,181.325,-1487.352621,-1487.370321,-0.0176993,-1487.163914,-1487.181282,-0.017368,3.2645,5.1409,-0.23843,-0.07213,0.24714,0.26335,474.1920166,-0.69684,-2.21736,-0.70231,0.68891,-1.39552,30,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
STCOOQWBFONSKY-UHFFFAOYSA-N,tributyl phosphate,P(=O)(OCCCC)(OCCCC)OCCCC,NA,-2.846,NA,I,266.3167,-80,228.579,-1115.917648,-1115.930408,-0.01276085,-1115.583275,-1115.596745,-0.01347,3.9405,5.8419,-0.28897,0.00102,0.32029,0.31389,587.9385986,-3.76393,-5.31326,-1.1392,2.63812,-1.12581,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SUSRORUBZHMPCO-UHFFFAOYSA-N,"methyl 5-(2,4-dichlorophenoxy)-2-nitrobenzoate",Clc1c(Oc2cc(C(=O)OC)c([N+](=O)[O-])cc2)ccc(Cl)c1,NA,-6,NA,E,342.1348,85,207.746,-1890.103519,-1890.118821,-0.01530175,-1889.945084,-1889.960812,-0.015728,4.6919,7.1469,-0.27212,-0.10619,0.21308,0.29704,536.3735352,-2.47179,-0.46865,-0.62036,0.83362,-1.92965,31,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
SVFKQHLOBRUZGV-UHFFFAOYSA-N,"11-ethyl-5-methyldipyrido[2,3-b:2',3'-f][1,4]diazepin-6-one",O=c1n(C)c2c(n(CC)c3ncccc13)nccc2,NA,-2.62,NA,I,254.2908,128.5,197.59,-836.1923545,-836.2042334,-0.011878909,-835.969435,-835.981423,-0.011988,2.4014,3.8259,-0.22436,-0.05859,0.26068,0.24928,464.4902039,-0.6702,-0.89829,-0.699,0.69827,-2.63406,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
SYBYTAAJFKOIEJ-UHFFFAOYSA-N,3-methylbutan-2-one,O=C(C(C)C)C,NA,-0.12,NA,K,86.1334,-92,80.305,-271.794523,-271.8014343,-0.00691131,-271.685123,-271.692113,-0.00699,3.0465,4.1321,-0.25289,-0.02787,0.2914,0.27781,271.3504334,-0.61897,-1.90495,-0.78275,0.60955,-0.61897,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SZYWFOPNFNROQB-UHFFFAOYSA-N,"4,5,7-trichloro-2,1,3-benzothiadiazole",Clc1c(Cl)cc(Cl)c2nsnc12,NA,-4.98,NA,G,239.5063,122,139.386,-2117.503419,-2117.509857,-0.00643819,-2117.478982,-2117.485442,-0.00646,0.5093,0.7659,-0.25779,-0.12004,0.19923,0.28271,346.8347168,0,-0.19098,-0.62217,0.98273,-0.09805,13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
TUNFSRHWOTWDNC-UHFFFAOYSA-N,tetradecanoic acid,O=C(O)CCCCCCCCCCCCC,NA,-5.33,NA,F,228.374,54,217.86,-700.8637907,-700.8774862,-0.013695433,-700.512515,-700.527486,-0.014971,4.4995,5.8236,-0.28578,-0.01891,0.30036,0.3107,578.755249,-1.37563,-5.52542,-0.73348,0.83146,-1.37563,44,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
TXCDCPKCNAJMEE-UHFFFAOYSA-N,dibenzofuran,o1c2c(c3c1cccc3)cccc2,NA,-4.51267,NA,G,168.1946,81,150.185,-537.3473522,-537.3523479,-0.004995714,-537.216632,-537.221732,-0.0051,0.7793,1.1649,-0.23136,-0.04851,0.27076,0.25628,354.0545349,-0.47535,-1.58672,-0.47535,0.30708,-0.47535,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
TXVHTIQJNYSSKO-UHFFFAOYSA-N,benzo[e]pyrene,c12c3c4c5c(c1cccc2ccc3ccc4)cccc5,NA,-7.799998,NA,D,252.3148,178,217.308,-769.4399054,-769.4466005,-0.006695059,-769.224907,-769.23156,-0.006653,0.0662,0.1087,-0.20904,-0.06375,0.25552,0.23396,442.348999,0,-3.00513,-0.24343,0.25486,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TYHHDWAHJRRYCU-UHFFFAOYSA-N,(2-Nitrophenoxy)acetic acid,O=[N+]([O-])c1c(OCC(=O)O)cccc1,NA,-2.014,NA,I,197.147,157.5,138.555,-739.8554735,-739.8744587,-0.018985197,-739.745946,-739.765426,-0.01948,4.1713,5.8169,-0.27725,-0.1086,0.21067,0.30217,371.6324158,-2.66986,-0.01172,-0.70937,0.78935,-2.16971,21,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
TYMLOMAKGOJONV-UHFFFAOYSA-N,4-nitroaniline,O=[N+]([O-])c1ccc(N)cc1,NA,-2.37,NA,I,138.1256,147.5,91.193,-492.1323638,-492.1481389,-0.015775121,-492.046098,-492.062742,-0.016644,7.5745,11.3959,-0.24239,-0.09089,0.22838,0.26731,303.3133545,-0.90869,-0.72882,-0.81068,0.48434,-1.23503,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
TZFWDZFKRBELIQ-UHFFFAOYSA-N,"5-chloro-3H-1,3-benzoxazol-2-one",Clc1cc2[nH]c(=O)oc2cc1,NA,-2.77605,NA,I,169.5671,191.5,79.537,-934.5860874,-934.5991684,-0.013080993,-934.519114,-934.532091,-0.012977,2.7064,3.7178,-0.24611,-0.04677,0.2725,0.27103,319.0333252,-1.16062,0.48213,-0.65587,0.91716,-1.79313,15,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
TZIHFWKZFHZASV-UHFFFAOYSA-N,methyl formate,O=COC,NA,0.58,NA,L,60.0524,-100,54.161,-229.0754913,-229.0820478,-0.006556474,-229.040025,-229.046634,-0.006609,2.0112,2.5829,-0.29899,-0.01549,0.30378,0.32391,201.8628845,-1.20059,0.31102,-0.64961,0.65629,-1.20059,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TZYQTWHRLVDYPL-UHFFFAOYSA-N,5H-pyrimidin-4-one,O=C1N=CN=CC1,NA,0.59,NA,L,96.0884,164,69.743,-339.5364693,-339.5520047,-0.015535367,-339.486154,-339.502181,-0.016027,4.1801,5.8062,-0.27271,-0.11469,0.20458,0.29763,243.8683777,-0.59804,0.55242,-0.6561,0.69095,-1.68954,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
UAYYWDWWESZIPA-UHFFFAOYSA-N,7-(3-amino-3-methylazetidin-1-yl)-1-cyclopropyl-6-fluoro-4-oxoquinoline-3-carboxylic acid,Fc1c(N2CC(N)(C)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,NA,-5.616,NA,F,331.3459,294,230.456,-1148.427864,-1148.456898,-0.02903353,-1148.144773,-1148.173984,-0.029211,14.236,19.5922,-0.22416,-0.06736,0.25191,0.24908,552.2521973,-2.13614,-0.96127,-0.93252,0.80638,-4.25122,42,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1
UBUCNCOMADRQHX-UHFFFAOYSA-N,"N,N-diphenylnitrous amide",O=NN(c1ccccc1)c1ccccc1,NA,-3.75,NA,H,198.2238,66.5,159.785,-647.9705028,-647.9805066,-0.010003804,-647.815523,-647.825446,-0.009923,3.8608,5.7511,-0.23829,-0.06803,0.25124,0.26321,407.4526672,-0.44153,-2.13824,-0.44153,0.2655,-0.46967,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
UCIUVGVKELKZSD-UHFFFAOYSA-N,[2-[bis(2-hydroxyethyl)amino]-2-oxoethyl] benzoate,O=C(N(CCO)CCO)COC(=O)c1ccccc1,NA,0.43,NA,L,267.281,81,191.246,-936.5291189,-936.5500945,-0.020975591,-936.282977,-936.303636,-0.020659,5.8043,8.5734,-0.25236,-0.06546,0.25381,0.27728,497.815033,-3.50985,-0.82531,-0.82369,0.82196,-3.98804,36,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UCMIRNVEIXFBKS-UHFFFAOYSA-N,3-aminopropanoic acid,O=C(O)CCN,NA,0.999479,NA,L,89.0938,202,67.404,-323.747279,-323.7643821,-0.017103191,-323.670631,-323.687419,-0.016788,4.0225,5.1647,-0.25639,-0.01794,0.30133,0.28131,255.7904816,-1.37191,-0.04018,-0.95084,0.83049,-2.32275,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
UCNVFOCBFJOQAL-UHFFFAOYSA-N,"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene",ClC(=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)Cl,NA,-6.899998,NA,E,318.0292,89,203.505,-2379.092677,-2379.098732,-0.00605489,-2378.963084,-2378.969578,-0.006494,0.1462,0.1464,-0.24061,-0.06461,0.25466,0.26553,492.9644165,0,-2.20629,-0.24975,0.26979,0.07377,26,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
UCTWMZQNUQWSLP-UHFFFAOYSA-N,"4-[1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",OC(CNC)c1cc(O)c(O)cc1,NA,-0.962,NA,K,183.2066,197,133.975,-631.2005371,-631.2183211,-0.017784007,-631.026608,-631.044151,-0.017543,5.2612,6.1917,-0.21015,-0.01584,0.30343,0.23507,394.1587524,-2.2677,-1.07369,-0.79681,0.53538,-3.00327,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UDUNORRTIFRHKX-UHFFFAOYSA-N,"methyl 2-[[2-[2-[3-[(2,7-dichlorocyclohepta-1,3,5-trien-1-yl)amino]cyclohepta-1,4,6-trien-1-yl]acetyl]oxyacetyl]amino]-3-methylbutanoate",ClC1=C(NC2C=C(CC(=O)OCC(=O)NC(C(=O)OC)C(C)C)C=CC=C2)C(Cl)C=CC=C1,NA,-1.59908,NA,J,495.4016,517,326.499,-2337.423936,-2337.48235,-0.0584143,-2337.00741,-2337.06816,-0.06075,4.4817,19.8146,-0.2111,-0.07563,0.24364,0.23602,822.428894,-3.08016,-2.57111,-0.93644,0.84435,-5.15076,61,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
UEJJHQNACJXSKW-UHFFFAOYSA-N,"2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione",O=C1C(N2C(=O)c3c(C2=O)cccc3)CCC(=O)N1,NA,-2.68,NA,I,258.233,270,149.297,-911.9104801,-911.9311463,-0.020666156,-911.735656,-911.756503,-0.020847,5.0029,6.7782,-0.28079,-0.1021,0.21717,0.30571,446.1104736,-2.43108,0.63519,-0.66734,0.72255,-3.60315,29,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
UFNIBRDIUNVOMX-UHFFFAOYSA-N,1-chloro-2-(4-chlorophenyl)benzene,Clc1c(c2ccc(Cl)cc2)cccc1,NA,-5.28,NA,F,223.1012,44,146.599,-1382.51045,-1382.515714,-0.00526394,-1382.387313,-1382.392766,-0.005453,2.8864,3.8989,-0.24463,-0.04808,0.27119,0.26955,406.2637024,0,-2.07356,-0.25159,0.26805,-0.02956,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
UFQCLRMJHOWNLX-UHFFFAOYSA-N,"N-(3-bromophenyl)-7-(methoxymethyl)-7,8-dihydro-[1,4]dioxino[2,3-g]quinazolin-4-amine",Brc1cc(Nc2ncnc3c2cc2OC(COC)COc2c3)ccc1,NA,-3.222,NA,H,402.2467,217,228.667,-3657.23238,-3657.251303,-0.0189226,-3656.967104,-3656.986034,-0.01893,8.6107,11.7428,-0.21717,-0.06441,0.25486,0.24209,608.4851685,-1.69101,-0.78771,-0.61239,0.4719,-3.33278,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
UGQVTTBSGZLNIL-UHFFFAOYSA-N,"7-hydroxy-6,7-dihydro-5H-thieno[3,2-b]thiopyran-2-sulfonamide",S(=O)(=O)(N)c1sc2C(O)CCSc2c1,NA,-2.254,NA,I,251.333,157.5,192.418,-1747.087897,-1747.107524,-0.01962686,-1746.966253,-1746.985982,-0.019729,4.1263,6.6374,-0.23241,-0.06777,0.2515,0.25733,406.7077637,-2.71709,-2.34246,-1.11888,2.30549,-0.70296,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
UJOBWOGCFQCDNV-UHFFFAOYSA-N,9H-carbazole,[nH]1c2c(c3c1cccc3)cccc2,NA,-4.97,NA,G,167.2098,244.5,126.251,-517.489178,-517.4973949,-0.008216958,-517.346441,-517.354667,-0.008226,1.6719,2.4045,-0.21115,-0.03943,0.27984,0.23607,359.0768738,0,-1.91256,-0.56009,0.45894,-0.56009,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
ULBXWWGWDPVHAO-UHFFFAOYSA-N,but-3-yn-2-yl N-(3-chlorophenyl)carbamate,Clc1cc(NC(=O)OC(C#C)C)ccc1,NA,-2.62,NA,I,223.6585,45.5,151.122,-1090.565736,-1090.577152,-0.01141646,-1090.421935,-1090.432842,-0.010907,4.2132,5.9325,-0.23965,-0.03013,0.28914,0.26457,447.9688721,-1.24394,-0.94935,-0.68754,0.94297,-1.89826,25,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
ULSIYEODSMZIPX-UHFFFAOYSA-N,2-amino-1-phenylethanol,OC(CN)c1ccccc1,NA,-0.48,NA,K,137.181,57,102.734,-441.4578625,-441.4678527,-0.009990164,-441.31332,-441.32345,-0.01013,3.2664,4.3854,-0.24291,-0.01358,0.30569,0.26783,334.8883362,-0.81427,-1.52028,-0.95919,0.51545,-1.77346,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
