StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,Volume,HOMO,LsoluHsolv,LUMO,LsolvHsolu,N_atoms,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,1_2_amine,3_ring,4_ring,5_ring,6_ring,7_ring,8_ring,acidic_hydroxyl,alcohol,aldehyde,alkene,alkyne,amide,aromatic,azo,Br,carbonyl,carboxyl,Cl,C_aromatic,ester,ether_ester,F,halide,heterocyclic,H_bond_acceptor,H_bond_donor,I,ketone,nitrile,nitro,N_aromatic,O_aromatic,P,ring,S,sulfonamide,S_aromatic,thioamide,thiol,unfused_benzene
VVNCNSJFMMFHPL-UHFFFAOYSA-N,2-amino-3-methyl-3-sulfanylbutanoic acid,SC(C(N)C(=O)O)(C)C,NA,-0.13,M,NA,149.2074,205.5,-0.172966215,-0.187489058,-0.014522843,-0.060764,-0.077392,-0.016628,4.2053,6.1729,163.156,-0.34194,0.32651,0.00724,0.36686,20,310.401123,-1.079251,-0.378002,-0.556765,0.6689,-2.027819,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
VVQNEPGJFQJSBK-UHFFFAOYSA-N,methyl 2-methylprop-2-enoate,O=C(OC)C(=C)C,NA,-0.8,M,NA,100.117,-48,-0.125103603,-0.131851906,-0.006748302,-0.046499,-0.054566,-0.008067,1.8277,2.6459,123.245,-0.39129,0.31223,-0.00704,0.41621,15,284.6959229,-1.011491,-0.336869,-0.577647,0.625721,-1.011491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VXGYRCVTBHVXMZ-UHFFFAOYSA-N,quinoline-6-carboxylic acid,O=C(O)c1cc2c(nccc2)cc1,NA,-0.043,M,NA,173.1708,294.5,-4.91E-02,-6.52E-02,-0.016099348,0.053329,0.036184,-0.017145,4.4285,5.4559,177.409,-0.36779,0.26886,-0.05041,0.39271,20,354.6852722,-1.060585,0.022614,-0.534819,0.686267,-1.449138,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
VXIVSQZSERGHQP-UHFFFAOYSA-N,2-chloroacetamide,ClCC(=O)N,NA,-0.02,M,NA,93.5127,117.5,-9.10E-02,-0.101282239,-0.010255568,-0.061063,-0.072203,-0.01114,2.3041,3.2924,86.084,-0.39576,0.32303,0.00376,0.42068,9,230.6988373,-0.640291,0.262534,-0.640291,0.613385,-1.278402,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VXLVYFXPZGPXCT-UHFFFAOYSA-N,4-(4-methoxyphenyl)sulfonylfuran-2-sulfonamide,S(=O)(=O)(N)c1occ(S(=O)(=O)c2ccc(OC)cc2)c1,NA,-3.024,J,NA,317.331,117.5,-0.273960895,-0.314859806,-0.040898911,-0.124052,-0.16463,-0.040578,3.9826,6.4791,242.502,-0.35762,0.29098,-0.02829,0.38254,31,515.652771,-4.54458,-1.865119,-1.029142,2.597997,-0.279552,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,"3,5-Dinitrobenzoic acid",O=[N+]([O-])c1cc([N+](=O)[O-])cc(C(=O)O)c1,NA,-2.417,K,NA,212.1184,206,-9.42E-02,-0.118098249,-0.023893256,-0.024529,-0.049078,-0.024549,2.2197,3.279,116.35,-0.43763,0.22237,-0.0969,0.46255,19,373.8823242,-2.922019,0.211262,-0.506884,0.871484,-1.179068,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
WBJINCZRORDGAQ-UHFFFAOYSA-N,ethyl formate,O=COCC,NA,0.15,N,NA,74.0792,-80.25,-0.147331783,-0.154684021,-0.007352238,-0.095766,-0.103784,-0.008018,1.7457,2.3623,93.763,-0.406,0.33846,0.01919,0.43092,11,233.4642487,-1.032166,0.0593,-0.571037,0.538444,-1.032166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WCYYQNSQJHPVMG-UHFFFAOYSA-N,"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)c(Cl)c3,NA,-9.950782,D,NA,390.8646,273,-6.90E-02,-7.47E-02,-0.005624336,-0.010577,-0.017211,-0.006634,0.0928,0.1758,179.81,-0.33408,0.26352,-0.05575,0.359,22,488.1878357,-0.541918,0.117574,-0.270959,0.209519,-0.536612,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WDCYWAQPCXBPJA-UHFFFAOYSA-N,"1,3-dinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])ccc1,NA,-2.29,K,NA,168.1086,88.8889,2.82E-02,1.36E-02,-0.014535068,0.091524,0.076009,-0.015515,4.7387,6.2733,109.446,-0.42273,0.23907,-0.0802,0.44765,16,319.9484558,-1.972776,-0.532066,-0.494968,0.865333,-0.242112,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
WDECIBYCCFPHNR-UHFFFAOYSA-N,chrysene,c12c(c3c(cc1)cccc3)ccc1c2cccc1,NA,-8.059982,E,NA,228.2928,254,0.112519053,0.106437667,-0.006081386,0.30139,0.295253,-0.006137,0,0,237.014,-0.31434,0.29103,-0.02824,0.33926,30,431.8168335,0,-1.935134,-0.171013,0.164555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WDQPAMHFFCXSNU-BGABXYSRSA-N,"N,5-bis(4-chlorophenyl)-3-propan-2-yliminophenazin-2-amine",Clc1ccc(Nc2/c(=N/C(C)C)/cc3n(c4ccc(Cl)cc4)c4c(nc3c2)cccc4)cc1,NA,-6.244,G,NA,475.4194,223,0.182247917,0.168414487,-0.01383343,0.518434,0.503445,-0.014989,4.8035,5.8558,466.433,-0.2951,0.2719,-0.04737,0.32002,55,755.9197998,0,-2.309103,-0.526941,0.311602,-1.632355,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
WEEGYLXZBRQIMU-UHFFFAOYSA-N,"2,2,4-trimethyl-3-oxabicyclo[2.2.2]octane",CC1(C)OC2(C)CCC1CC2,NA,-1.72074,L,NA,154.2516,1.25,-0.130820766,-0.13677686,-0.005956094,0.0751,0.068085,-0.007015,1.6031,2.2778,243.321,-0.34424,0.41714,0.09787,0.36916,29,350.4741821,-0.589826,-2.210041,-0.589826,0.452333,-0.589826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,N-propylpropan-1-amine,N(CCC)CCC,NA,-0.46,M,NA,101.1912,-63,-3.98E-02,-4.55E-02,-0.005692889,0.112123,0.106176,-0.005947,1.6252,2.0748,170.249,-0.32487,0.43065,0.11138,0.34979,22,335.9716797,0,-1.710122,-0.472311,0.220552,-0.472311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEVYAHXRMPXWCK-UHFFFAOYSA-N,acetonitrile,N#CC,NA,0.26,N,NA,41.0524,-46.5,3.27E-02,2.48E-02,-0.007884036,0.050444,0.042132,-0.008312,3.8263,4.7846,68.477,-0.46925,0.36886,0.04959,0.49417,6,181.031601,0,-0.267004,-0.483201,0.216197,-0.359747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WFRBDWRZVBPBDO-UHFFFAOYSA-N,2-methylpentan-2-ol,OC(CCC)(C)C,NA,-0.49,M,NA,102.176,-103,-0.132808304,-0.138495118,-0.005686814,0.005426,-0.001279,-0.006705,1.9434,2.4935,191.075,-0.37964,0.42961,0.11034,0.40456,21,306.575531,-0.640968,-1.741217,-0.640968,0.472719,-0.640968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHTBVLXUSXVMEV-UHFFFAOYSA-N,"N-[4-(benzenesulfonyl)-2-methylphenyl]-1,1,1-trifluoromethanesulfonamide",S(=O)(=O)(Nc1c(C)cc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,NA,-3.8,J,NA,379.3683,143,-0.412123623,-0.442661949,-0.030538326,-0.235617,-0.265981,-0.030364,3.7116,5.189,286.516,-0.36484,0.26292,-0.05635,0.38976,36,550.7380371,-3.804648,-2.106211,-1.015831,2.495089,-0.081472,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
WIDHRBRBACOVOY-UHFFFAOYSA-N,"1,2,3-trichloro-4-(3,4-dichlorophenyl)benzene",Clc1c(Cl)c(c2cc(Cl)c(Cl)cc2)ccc1Cl,NA,-7.050001,F,NA,326.4365,117,1.71E-02,9.96E-03,-0.007150033,0.098974,0.090971,-0.008003,3.2077,4.3782,157.221,-0.35086,0.27757,-0.0417,0.37578,22,461.4410095,0,-0.707657,-0.156073,0.190574,-0.217688,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WIIZWVCIJKGZOK-RKDXNWHRSA-N,"2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO,NA,-1.9759,L,NA,323.1322,150,-0.209430783,-0.229487427,-0.020056644,-0.049994,-0.07175,-0.021756,5.1638,6.2774,261.117,-0.38787,0.2581,-0.06117,0.41279,32,503.1773376,-2.71813,-0.135361,-0.5703,0.851279,-2.468856,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
WIKYUJGCLQQFNW-UHFFFAOYSA-N,2-chloro-10-[3-(4-methylpiperazin-1-yl)propyl]phenothiazine,Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,NA,-4.4,I,NA,373.9427,228,6.31E-02,4.85E-02,-0.014581677,0.388045,0.373225,-0.01482,3.8969,3.8784,392.571,-0.28556,0.30582,-0.01345,0.31048,49,604.5231323,0,-2.6424,-0.359344,0.290669,-1.090318,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
WJTCGQSWYFHTAC-UHFFFAOYSA-N,cyclooctane,C1CCCCCCC1,NA,-4.15,I,NA,112.2144,13,-4.95E-02,-5.03E-02,-0.000813735,0.129009,0.127688,-0.001321,0.0185,0.0302,195.926,-0.38079,0.47945,0.16018,0.40571,24,308.0605774,0,-2.02512,-0.259905,0.13795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WJUSVIUZCYELMK-UHFFFAOYSA-N,"[2-(2,6-dimethylpiperidin-1-yl)-2-oxoethyl] benzoate",O=C(COC(=O)c1ccccc1)N1C(C)CCCC1C,NA,-0.824,M,NA,275.3468,118,-0.19390726,-0.207459209,-0.013551949,0.076403,0.061378,-0.015025,2.4427,3.7344,321.674,-0.34168,0.29234,-0.02693,0.3666,41,516.1622925,-1.625712,-1.300701,-0.635788,0.653142,-2.060561,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WLJVXDMOQOGPHL-UHFFFAOYSA-N,2-phenylacetic acid,O=C(O)Cc1ccccc1,NA,-0.88838,M,NA,136.15,77.5,-0.114100752,-0.124359191,-0.010258439,-0.017826,-0.029651,-0.011825,1.8595,2.4914,177.587,-0.35546,0.32252,0.00325,0.38038,18,324.0825806,-1.106939,-0.476003,-0.572312,0.690366,-1.106939,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WMWJCKBJUQDYLM-UHFFFAOYSA-N,"2,8-dichlorodibenzo-p-dioxin",Clc1cc2Oc3c(Oc2cc1)ccc(Cl)c3,NA,-7.180002,F,NA,253.0842,180,-4.38E-02,-4.78E-02,-0.004072742,0.05676,0.051913,-0.004847,1.5116,2.0287,188.515,-0.32237,0.28582,-0.03345,0.34729,22,417.8578186,-0.613805,-0.39484,-0.309226,0.202617,-0.769003,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WPTCSQBWLUUYDV-UHFFFAOYSA-N,2-quinolin-2-ylquinoline,c1(c2nc3c(cc2)cccc3)nc2c(cc1)cccc2,NA,-5.4,H,NA,256.3062,194,0.163907755,0.155110646,-0.008797108,0.360362,0.350732,-0.00963,0.0005,0.0009,267.145,-0.33317,0.27835,-0.04092,0.35809,32,488.8499756,0,-1.308862,-0.376692,0.193686,-0.753384,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WQOXQRCZOLPYPM-UHFFFAOYSA-N,(methyldisulfanyl)methane,S(SC)C,NA,-1.44,L,NA,94.1894,-85,-8.75E-03,-1.56E-02,-0.00682996,0.028198,0.021703,-0.006495,1.9467,2.8255,108.886,-0.32659,0.2889,-0.03037,0.35151,10,249.8568268,0,-1.043374,-0.521687,0.198253,-0.102804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WQZGKKKJIJFFOK-UHFFFAOYSA-N,"6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OCC1C(O)C(O)C(O)C(O)O1,NA,0.74,N,NA,180.1572,155,-0.441679548,-0.456012194,-0.014332645,-0.307078,-0.323424,-0.016346,2.5329,3.6436,186.84,-0.38394,0.34933,0.03006,0.40886,24,329.252594,-3.332594,0.4535,-0.584656,0.345699,-3.332594,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WREGKURFCTUGRC-UHFFFAOYSA-N,4-amino-1-[5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one,O=c1n(C2OC(CO)CC2)ccc(N)n1,NA,-0.433,M,NA,211.22,216.25,-0.180877742,-0.207806859,-0.026929117,-0.01697,-0.045504,-0.028534,3.7725,10.5724,230.179,-0.34946,0.30889,-0.01038,0.37438,28,411.4559937,-1.712562,0.674823,-0.691777,0.728674,-3.301415,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WRKNTBMMMVTKKA-UHFFFAOYSA-N,[2-[2-hydroxyethyl(methyl)amino]-2-oxoethyl] benzoate,O=C(N(CCO)C)COC(=O)c1ccccc1,NA,-1.09,L,NA,237.2548,79,-0.229198895,-0.25149333,-0.022294435,-0.043013,-0.064835,-0.021822,3.327,4.8548,244.254,-0.35076,0.3014,-0.01787,0.37568,32,473.2171326,-2.19745,-0.15109,-0.62691,0.66302,-2.539902,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WRMNZCZEMHIOCP-UHFFFAOYSA-N,2-phenylethanol,OCCc1ccccc1,NA,-0.74,M,NA,122.1664,-27,-4.56E-02,-5.23E-02,-0.006739769,0.065934,0.05918,-0.006754,1.7289,2.0378,141.933,-0.34824,0.3302,0.01093,0.37316,19,320.7541504,-0.60071,-1.090747,-0.60071,0.326427,-0.60071,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WRNGAZFESPEMCN-UHFFFAOYSA-N,"1,2,3,4,7-pentachlorodibenzo-p-dioxin",Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)cc3,NA,-9.480172,D,NA,356.4195,195,-6.14E-02,-6.66E-02,-0.00516821,0.0076,0.001767,-0.005833,1.516,2.1142,158.31,-0.33168,0.26858,-0.05069,0.3566,22,469.3997803,-0.55716,-0.01757,-0.280006,0.206029,-0.574117,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WTDRDQBEARUVNC-LURJTMIESA-N,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid",O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,NA,-1.529,L,NA,197.1902,277,-0.247355624,-0.265220704,-0.01786508,-0.110366,-0.13112,-0.020754,3.9183,5.5188,197.808,-0.32362,0.31537,-0.0039,0.34854,25,386.1481934,-2.059544,-0.057983,-0.546367,0.648415,-2.605911,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WURBVZBTWMNKQT-UHFFFAOYSA-N,"1-(4-chlorophenoxy)-3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-one",Clc1ccc(OC(C(=O)C(C)(C)C)n2ncnc2)cc1,NA,-3.61,J,NA,293.7523,82,-2.41E-02,-3.85E-02,-0.014460099,0.187628,0.171292,-0.016336,3.1726,4.7142,258.473,-0.35037,0.29335,-0.02592,0.37529,36,504.808136,-0.869198,-1.15199,-0.521981,0.48746,-1.731018,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
WVDDGKGOMKODPV-UHFFFAOYSA-N,phenylmethanol,OCc1ccccc1,NA,-0.4,M,NA,108.1396,-15,-3.18E-02,-4.04E-02,-0.008577616,0.058006,0.050118,-0.007888,1.9603,2.2512,140.801,-0.35175,0.32749,0.00822,0.37667,16,290.6440735,-0.589348,-0.793823,-0.589348,0.327789,-0.589348,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WWGUMAYGTYQSGA-UHFFFAOYSA-N,"2,3-dimethylnaphthalene",Cc1c(C)cc2c(c1)cccc2,NA,-4.72,I,NA,156.2268,104.5,3.49E-02,3.01E-02,-0.004858178,0.187512,0.181894,-0.005618,1.4475,1.8066,195.699,-0.31816,0.31078,-0.00849,0.34308,24,362.5445862,0,-1.984724,-0.496006,0.172999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WWJZWCUNLNYYAU-UHFFFAOYSA-N,[4-(4-dimethoxyphosphinothioyloxyphenyl)sulfanylphenoxy]-dimethoxy-sulfanylidene-$l^{5}-phosphane,S=P(OC)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,NA,-6.24,G,NA,466.4579,30.5556,-0.549459313,-0.57564803,-0.026188717,-0.308098,-0.335129,-0.027031,9.0487,11.9584,387.883,-0.31669,0.2966,-0.02267,0.34161,47,722.1589355,-3.438765,-1.548344,-0.827436,1.632348,-1.86887,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
WXZMFSXDPGVJKK-UHFFFAOYSA-N,"2,2-bis(hydroxymethyl)propane-1,3-diol",OCC(CO)(CO)CO,NA,-0.44,M,NA,136.1474,256.75,-0.305508429,-0.321672793,-0.016164364,-0.186524,-0.202697,-0.016173,3.1482,2.6609,165.276,-0.37407,0.3867,0.06743,0.39899,21,300.0486755,-2.326106,-0.169719,-0.600517,0.343034,-2.326106,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WXZVAROIGSFCFJ-UHFFFAOYSA-N,"N,N-diethyl-2-naphthalen-1-yloxypropanamide",O=C(N(CC)CC)C(Oc1c2c(ccc1)cccc2)C,NA,-3.57,J,NA,271.3584,75.5,-9.67E-02,-0.10923112,-0.012523784,0.172974,0.159668,-0.013306,3.3537,5.2182,326.662,-0.31088,0.30975,-0.00952,0.3358,41,518.2026367,-1.064362,-2.031642,-0.643511,0.518103,-1.434174,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WYEHFWKAOXOVJD-UHFFFAOYSA-N,"N-(2,4-difluorophenyl)-2-[3-(trifluoromethyl)phenoxy]pyridine-3-carboxamide",FC(F)(F)c1cc(Oc2c(C(=O)Nc3c(F)cc(F)cc3)cccn2)ccc1,NA,-6.897001,G,NA,394.3001,160,-0.388355336,-0.400485761,-0.012130424,-0.194766,-0.205552,-0.010786,2.4574,3.4946,310.07,-0.33674,0.27041,-0.04886,0.36166,39,605.4356689,-0.981032,0.559783,-0.598844,0.672376,-2.757191,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
WYKYKTKDBLFHCY-UHFFFAOYSA-N,5-amino-4-chloro-2-phenylpyridazin-3-one,Clc1c(=O)n(c2ccccc2)ncc1N,NA,-2.80245,K,NA,221.6457,201,3.48E-02,1.68E-02,-0.01798869,0.151376,0.131879,-0.019497,4.9313,7.8972,195.023,-0.33469,0.28687,-0.0324,0.35961,23,405.8954773,-0.597831,-0.337598,-0.597831,0.642053,-1.313182,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
WZJZMXBKUWKXTQ-UHFFFAOYSA-N,[3-(ethoxycarbonylamino)phenyl] N-phenylcarbamate,O=C(OCC)Nc1cc(OC(=O)Nc2ccccc2)ccc1,NA,-4.63,I,NA,300.3134,120,-0.205339601,-0.220530176,-0.015190575,0.015998,-0.000303,-0.016301,3.483,5.0945,309.545,-0.33304,0.30725,-0.01202,0.35796,38,559.3294067,-2.087261,-0.052798,-0.604418,0.736912,-3.021647,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WZWYJBNHTWCXIM-JLHYYAGUSA-N,"4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide",O=S1(=O)N(C)/C(=C(/O)\Nc2ncccc2)/C(=O)c2sccc12,NA,-3.78351,J,NA,337.3676,211,-0.126903425,-0.150181943,-0.023278517,0.040942,0.014927,-0.026015,4.4287,7.8578,270.337,-0.34151,0.24936,-0.06991,0.36643,33,515.8152466,-2.998339,-0.818617,-0.959728,2.534884,-1.5079,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0
XADCESSVHJOZHK-UHFFFAOYSA-N,ethyl 1-methyl-4-phenylpiperidine-4-carboxylate,O=C(OCC)C1(c2ccccc2)CCN(C)CC1,NA,-1.89,L,NA,247.3364,228.75,-0.126383973,-0.138132179,-0.011748206,0.137393,0.125275,-0.012118,2.6048,3.86,307.935,-0.32155,0.32301,0.00374,0.34647,39,475.5900574,-1.053611,-1.887739,-0.581534,0.622708,-1.371684,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
XBCXJKGHPABGSD-UHFFFAOYSA-N,"1-methylpyrimidine-2,4-dione",O=c1n(C)ccc(=O)[nH]1,NA,-0.8,M,NA,126.1146,237,-0.120796258,-0.13535033,-0.014554072,-0.04867,-0.065206,-0.016536,5.3545,7.2988,109.733,-0.36475,0.29583,-0.02344,0.38967,15,288.553772,-1.166009,0.760626,-0.591625,0.697096,-2.035757,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
XEFQLINVKFYRCS-UHFFFAOYSA-N,"5-chloro-2-(2,4-dichlorophenoxy)phenol",Clc1c(Oc2c(O)cc(Cl)cc2)ccc(Cl)c1,NA,-4.46,I,NA,289.5451,57,-8.29E-02,-8.95E-02,-0.006544655,0.021733,0.014244,-0.007489,1.7169,2.0394,175.887,-0.34305,0.28801,-0.03126,0.36797,24,458.6021423,-0.795285,-0.51461,-0.450887,0.360485,-0.995951,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
XEKOWRVHYACXOJ-UHFFFAOYSA-N,ethyl acetate,O=C(OCC)C,NA,-0.04,M,NA,88.106,-84,-0.168122854,-0.176084543,-0.007961689,-0.094493,-0.103181,-0.008688,1.8591,2.4907,111.907,-0.40188,0.35067,0.0314,0.4268,14,267.8808289,-1.076118,-0.368797,-0.603175,0.70849,-1.076118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XEROSHXMTSNDBW-UHFFFAOYSA-N,"7-hydroxy-4-oxo-6,7-dihydro-5H-thieno[3,2-b]thiopyran-2-sulfonamide",S(=O)(=O)(N)c1sc2C(O)CCS(=O)c2c1,NA,-1.57,L,NA,267.3324,190.5,-0.189652286,-0.225264639,-0.035612353,-0.081825,-0.117226,-0.035401,4.6847,7.8006,190.971,-0.32154,0.2696,-0.04967,0.34646,24,420.4456787,-3.439918,-1.810635,-1.012663,2.626219,-0.174738,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
