Descs,Removed,Model,R2,RMSE,% within 1,% within 0.5
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'LsolvHsolu', 'C_charges']",ET,0.720739765,0.566526312,88.29787234,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'LsolvHsolu', 'O_charges']",ET,0.728605721,0.562303815,90.42553191,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'LsolvHsolu', 'SASA']",ET,0.724834098,0.562216807,91.4893617,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['DeltaG_sol', 'LsoluHsolv', 'Het_charges']",ET,0.694480912,0.593187686,88.29787234,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['DeltaG_sol', 'LsoluHsolv', 'Most_pos']",ET,0.703353982,0.582736649,89.36170213,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'LsoluHsolv', 'Most_neg']",ET,0.721554043,0.565613419,92.55319149,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'LsoluHsolv', 'C_charges']",ET,0.717891563,0.568509933,90.42553191,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'LsoluHsolv', 'O_charges']",ET,0.723035421,0.567157697,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'LsoluHsolv', 'SASA']",ET,0.708740001,0.576688406,90.42553191,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'solv_dip', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu']",ET,0.698919008,0.587436711,89.36170213,73.40425532
"['MW', 'MP', 'Volume', 'G_solv', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['DeltaG_sol', 'solv_dip', 'Het_charges']",ET,0.70210422,0.58564773,87.23404255,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['DeltaG_sol', 'solv_dip', 'Most_pos']",ET,0.715547357,0.571904011,87.23404255,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'solv_dip', 'Most_neg']",ET,0.721895748,0.565193355,90.42553191,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'solv_dip', 'C_charges']",ET,0.723313369,0.563656589,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'G_solv', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'solv_dip', 'O_charges']",ET,0.728434115,0.564155101,91.4893617,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'solv_dip', 'SASA']",ET,0.72051236,0.566491452,89.36170213,75.53191489
"['MW', 'MP', 'Volume', 'G_solv', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'solv_dip', 'LsolvHsolu']",ET,0.713894831,0.57330253,87.23404255,73.40425532
"['MW', 'MP', 'Volume', 'G_solv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['DeltaG_sol', 'solv_dip', 'LsoluHsolv']",ET,0.71582172,0.571360673,88.29787234,73.40425532
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg']","['G_solv', 'Most_pos', 'Het_charges']",ET,0.721319869,0.570949189,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos']","['G_solv', 'Most_neg', 'Het_charges']",ET,0.727824151,0.565004155,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Het_charges']","['G_solv', 'Most_neg', 'Most_pos']",ET,0.729479532,0.560668826,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos']","['G_solv', 'C_charges', 'Het_charges']",ET,0.719976647,0.571810969,87.23404255,79.78723404
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Het_charges']","['G_solv', 'C_charges', 'Most_pos']",ET,0.737419954,0.555358085,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_pos', 'Het_charges']","['G_solv', 'C_charges', 'Most_neg']",ET,0.740837365,0.548453309,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos']","['G_solv', 'O_charges', 'Het_charges']",ET,0.719537414,0.572331735,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Het_charges']","['G_solv', 'O_charges', 'Most_pos']",ET,0.738720434,0.556111872,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_pos', 'Het_charges']","['G_solv', 'O_charges', 'Most_neg']",ET,0.733548111,0.558722011,90.42553191,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'O_charges', 'C_charges']",ET,0.749232943,0.543964367,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['G_solv', 'SASA', 'Het_charges']",ET,0.722489734,0.570474884,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['G_solv', 'SASA', 'Most_pos']",ET,0.736578021,0.554496399,91.4893617,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['G_solv', 'SASA', 'Most_neg']",ET,0.731875732,0.559136986,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'SASA', 'C_charges']",ET,0.738513925,0.553723581,89.36170213,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'SASA', 'O_charges']",ET,0.740552641,0.552091087,91.4893617,79.78723404
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['G_solv', 'LsolvHsolu', 'Het_charges']",ET,0.713356437,0.578239676,87.23404255,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['G_solv', 'LsolvHsolu', 'Most_pos']",ET,0.731223137,0.560082112,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['G_solv', 'LsolvHsolu', 'Most_neg']",ET,0.724014558,0.566559835,90.42553191,79.78723404
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'LsolvHsolu', 'C_charges']",ET,0.735658586,0.557697895,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'LsolvHsolu', 'O_charges']",ET,0.72275966,0.57098047,89.36170213,79.78723404
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'LsolvHsolu', 'SASA']",ET,0.719380969,0.56914125,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['G_solv', 'LsoluHsolv', 'Het_charges']",ET,0.707323441,0.585627325,88.29787234,80.85106383
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['G_solv', 'LsoluHsolv', 'Most_pos']",ET,0.725262143,0.566592383,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['G_solv', 'LsoluHsolv', 'Most_neg']",ET,0.72673168,0.56561611,90.42553191,76.59574468
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'LsoluHsolv', 'C_charges']",ET,0.723695498,0.56705344,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'LsoluHsolv', 'O_charges']",ET,0.73513498,0.560646233,88.29787234,80.85106383
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'LsoluHsolv', 'SASA']",ET,0.72818456,0.563721535,89.36170213,77.65957447
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'solv_dip', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'LsoluHsolv', 'LsolvHsolu']",ET,0.712745562,0.578474283,89.36170213,73.40425532
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['G_solv', 'solv_dip', 'Het_charges']",ET,0.726881262,0.5662642,89.36170213,79.78723404
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['G_solv', 'solv_dip', 'Most_pos']",ET,0.731280987,0.560908851,87.23404255,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['G_solv', 'solv_dip', 'Most_neg']",ET,0.736023862,0.555224194,88.29787234,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'solv_dip', 'C_charges']",ET,0.736188457,0.556129959,88.29787234,79.78723404
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'solv_dip', 'O_charges']",ET,0.731396079,0.563489785,87.23404255,78.72340426
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'solv_dip', 'SASA']",ET,0.724235823,0.5658814,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'solv_dip', 'LsolvHsolu']",ET,0.718618578,0.571668946,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'DeltaG_sol', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'solv_dip', 'LsoluHsolv']",ET,0.723336897,0.570632301,88.29787234,76.59574468
"['MW', 'MP', 'Volume', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['G_solv', 'DeltaG_sol', 'Het_charges']",ET,0.717662238,0.570986793,88.29787234,74.46808511
"['MW', 'MP', 'Volume', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['G_solv', 'DeltaG_sol', 'Most_pos']",ET,0.725772178,0.561658424,91.4893617,78.72340426
"['MW', 'MP', 'Volume', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['G_solv', 'DeltaG_sol', 'Most_neg']",ET,0.735067069,0.551942523,91.4893617,75.53191489
"['MW', 'MP', 'Volume', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'DeltaG_sol', 'C_charges']",ET,0.73399593,0.554929321,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'DeltaG_sol', 'O_charges']",ET,0.735085754,0.556209239,90.42553191,77.65957447
"['MW', 'MP', 'Volume', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'DeltaG_sol', 'SASA']",ET,0.732797176,0.554892344,92.55319149,74.46808511
"['MW', 'MP', 'Volume', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'DeltaG_sol', 'LsolvHsolu']",ET,0.731010984,0.558676767,90.42553191,75.53191489
"['MW', 'MP', 'Volume', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'DeltaG_sol', 'LsoluHsolv']",ET,0.712149802,0.575515127,88.29787234,77.65957447
"['MW', 'MP', 'Volume', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['G_solv', 'DeltaG_sol', 'solv_dip']",ET,0.725093872,0.563843869,89.36170213,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg']","['Volume', 'Most_pos', 'Het_charges']",ET,0.71985522,0.569863984,90.42553191,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos']","['Volume', 'Most_neg', 'Het_charges']",ET,0.726865572,0.56455159,90.42553191,79.78723404
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Het_charges']","['Volume', 'Most_neg', 'Most_pos']",ET,0.725660902,0.562432991,90.42553191,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos']","['Volume', 'C_charges', 'Het_charges']",ET,0.717189869,0.571190416,88.29787234,78.72340426
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Het_charges']","['Volume', 'C_charges', 'Most_pos']",ET,0.73290755,0.556185605,91.4893617,78.72340426
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_pos', 'Het_charges']","['Volume', 'C_charges', 'Most_neg']",ET,0.731390835,0.55671935,91.4893617,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos']","['Volume', 'O_charges', 'Het_charges']",ET,0.710201864,0.578468799,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Het_charges']","['Volume', 'O_charges', 'Most_pos']",ET,0.740972079,0.551021759,90.42553191,79.78723404
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_pos', 'Het_charges']","['Volume', 'O_charges', 'Most_neg']",ET,0.740872259,0.550789848,91.4893617,78.72340426
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'O_charges', 'C_charges']",ET,0.740684899,0.550129261,90.42553191,78.72340426
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['Volume', 'SASA', 'Het_charges']",ET,0.725269498,0.562879352,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['Volume', 'SASA', 'Most_pos']",ET,0.727519966,0.560043012,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['Volume', 'SASA', 'Most_neg']",ET,0.736888801,0.551356725,92.55319149,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'SASA', 'C_charges']",ET,0.725364839,0.561445609,91.4893617,78.72340426
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'SASA', 'O_charges']",ET,0.733891298,0.55404831,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['Volume', 'LsolvHsolu', 'Het_charges']",ET,0.715720224,0.573137688,90.42553191,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['Volume', 'LsolvHsolu', 'Most_pos']",ET,0.718123502,0.571022312,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['Volume', 'LsolvHsolu', 'Most_neg']",ET,0.717236084,0.56959189,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'LsolvHsolu', 'C_charges']",ET,0.724761359,0.562815711,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'LsolvHsolu', 'O_charges']",ET,0.720358423,0.569405043,90.42553191,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'LsolvHsolu', 'SASA']",ET,0.713755491,0.571903231,91.4893617,75.53191489
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['Volume', 'LsoluHsolv', 'Het_charges']",ET,0.701683726,0.587730903,91.4893617,75.53191489
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['Volume', 'LsoluHsolv', 'Most_pos']",ET,0.720580961,0.56805014,91.4893617,75.53191489
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['Volume', 'LsoluHsolv', 'Most_neg']",ET,0.725945492,0.563389281,92.55319149,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'LsoluHsolv', 'C_charges']",ET,0.717510763,0.571011147,89.36170213,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'LsoluHsolv', 'O_charges']",ET,0.72401348,0.568958524,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'LsoluHsolv', 'SASA']",ET,0.713200724,0.574283771,91.4893617,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'solv_dip', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'LsoluHsolv', 'LsolvHsolu']",ET,0.710445083,0.577787548,89.36170213,75.53191489
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['Volume', 'solv_dip', 'Het_charges']",ET,0.719202885,0.570868801,88.29787234,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['Volume', 'solv_dip', 'Most_pos']",ET,0.719332279,0.569123033,89.36170213,76.59574468
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['Volume', 'solv_dip', 'Most_neg']",ET,0.737082818,0.551917798,90.42553191,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'solv_dip', 'C_charges']",ET,0.731986028,0.558390162,89.36170213,78.72340426
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'solv_dip', 'O_charges']",ET,0.726924105,0.563528753,91.4893617,78.72340426
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'solv_dip', 'SASA']",ET,0.725468026,0.562192288,90.42553191,75.53191489
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'solv_dip', 'LsolvHsolu']",ET,0.719148568,0.569750728,88.29787234,77.65957447
"['MW', 'MP', 'G_solv', 'DeltaG_sol', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'solv_dip', 'LsoluHsolv']",ET,0.720435489,0.569546517,89.36170213,77.65957447
"['MW', 'MP', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['Volume', 'DeltaG_sol', 'Het_charges']",ET,0.713184722,0.573152488,90.42553191,77.65957447
"['MW', 'MP', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['Volume', 'DeltaG_sol', 'Most_pos']",ET,0.725606079,0.561058177,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['Volume', 'DeltaG_sol', 'Most_neg']",ET,0.739238021,0.547801183,92.55319149,75.53191489
